Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
20,I Shalev,Implicit energy loss: embodied dryness cues influence vitality and depletion,2014,Journal of Consumer Psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1057740813000909,"https://scholar.google.com/scholar?cites=5992714866407273741&as_sdt=2005&sciodt=0,5&hl=en",52,3/10/20 11:56,,,,,,,,,20,3.33,20,1,6,"Consumers have long recognized that thirst motivates beverage consumption, however little is known of the consequences of dryness-related cues and experienced energy. Based on the embodied cognition view (Landau et al., 2010; Meier et al., 2012) and motivational …"
18,"R McKay, D Mijović-Prelec, D Prelec",Protesting too much: Self-deception and self-signaling,2011,Behavioral and Brain …,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/protesting-too-much-selfdeception-and-selfsignaling/989B9E7E02C104FA18D1C2ED34DA91BB,"https://scholar.google.com/scholar?cites=15158483522960036631&as_sdt=2005&sciodt=0,5&hl=en",53,3/10/20 11:56,,,,,,,,,18,2,6,3,9,"Von Hippel & Trivers (VH&T) propose that self-deception has evolved to facilitate the deception of others. However, they ignore the subjective moral costs of deception and the crucial issue of credibility in self-deceptive speech. A self-signaling interpretation can …"
17,"A De Los Reyes, A Aldao, SMA Kundey…",Compromised decision making and the effects of manipulating physical states on human judgments,2012,Journal of clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jclp.20851,"https://scholar.google.com/scholar?cites=1450571010343063958&as_sdt=2005&sciodt=0,5&hl=en",54,3/10/20 11:56,,,,,,,,,17,2.13,4,4,8,Objectives: Nonmorally based decision making between two equitable objects often involves degrading the unchosen object and promoting the chosen object (“postdecisional dissonance”). One can extinguish these thought processes with the physical act of hand …
62,"殷融, 苏得权, 叶浩生",具身认知视角下的概念隐喻理论,2013,心理科学进展,journal.psych.ac.cn,http://journal.psych.ac.cn/xlkxjz/CN/Y2013/V21/I2/220,"https://scholar.google.com/scholar?cites=2502895168306839660&as_sdt=2005&sciodt=0,5&hl=en",55,3/10/20 11:56,,,,,,,,,62,8.86,21,3,7,"摘要隐喻是一种常见的语言现象. 概念隐喻理论认为, 隐喻不仅是一种语言修辞手段, 隐喻反映了人类认知的重要特征: 人类的抽象概念系统是以感知觉经验和具体概念为基础发展形成的. 根据概念隐喻理论, 主体可以以感知运动经验对抽象概念进行体验式表征与加工 …"
18,"JY Huang, JM Ackerman…",Catching (up with) magical contagion: A review of contagion effects in consumer contexts,2017,Journal of the …,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/693533,"https://scholar.google.com/scholar?cites=14824988851153483672&as_sdt=2005&sciodt=0,5&hl=en",56,3/10/20 11:56,,,,,,,,,18,6,6,3,3,Over 20 years have passed since magical contagion was first introduced to psychology; we discuss how psychological and consumer behavior findings since then have deepened our understanding of this phenomenon. Recent research has shed light on the psychological …
16,D Dunning,Get thee to a laboratory,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/get-thee-to-a-laboratory/61AD1518F703EF09242CF6FAC13AFF53,"https://scholar.google.com/scholar?cites=10422120513612168901&as_sdt=2005&sciodt=0,5&hl=en",57,3/10/20 11:56,,,,,,,,,16,1.78,16,1,9,"von Hippel & Trivers's central assertion that people self-deceive to better deceive others carries so many implications that it must be taken to the laboratory to be tested, rather than promoted by more indirect argument. Although plausible, many psychological findings …"
15,"S Schnall, PR Cannon","The clean conscience at work: Emotions, intuitions and morality",2012,"Journal of management, spirituality & …",Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14766086.2012.742749,"https://scholar.google.com/scholar?cites=3146017943437033930&as_sdt=2005&sciodt=0,5&hl=en",58,3/10/20 11:56,,,,,,,,,15,1.88,8,2,8,"How do people decide what is right and wrong, and to what extent are their actions guided by such moral considerations? Inspired by philosophical traditions, early approaches to morality focused on rationality, and assumed that people arrive at moral standards by logical …"
14,S Goswami,Analysing effects of information overload on decision quality in an online environment,2015,Journal of Management Research,indianjournals.com,http://www.indianjournals.com/ijor.aspx?target=ijor:jmr&volume=15&issue=4&article=004,"https://scholar.google.com/scholar?cites=6575811028668595848&as_sdt=2005&sciodt=0,5&hl=en",59,3/10/20 11:56,,,,,,,,,14,2.8,14,1,5,Internet is empowering customers with rich information about product attributes and experiences of others. Companies often believe that their long-term profitability may be determined by how their product information is presented and processed by the consumers …
49,阎书昌,身体洁净与道德,2011,心理科学进展,journal.psych.ac.cn,http://journal.psych.ac.cn/xlkxjz/CN/Y2011/V19/I8/1242,"https://scholar.google.com/scholar?cites=16067243595201342205&as_sdt=2005&sciodt=0,5&hl=en",60,3/10/20 11:56,,,,,,,,,49,5.44,49,1,9,"摘要“洁净近于圣洁/美德” 的隐喻广泛存在于文化, 宗教领域之中. 近年来的实证研究表明身体洁净能减轻不道德情绪, 得以清洁的身体自我会提升道德自我意象, 对他人道德判断的苛刻性降低, 并且不同身体部位(嘴, 手) 执行不道德行为之后个体有清洁相应部位的倾向 …"
13,R Gibbs,Embodied metaphor,2014,The Bloomsbury companion to cognitive linguistics,books.google.com,https://books.google.com/books?hl=en&lr=&id=2S-hAwAAQBAJ&oi=fnd&pg=PA167&ots=7O1A6Xrl84&sig=JJrwgqbs3Guq4T7VeUsk_9mH5V0,"https://scholar.google.com/scholar?cites=1818395048025764815&as_sdt=2005&sciodt=0,5&hl=en",61,3/10/20 11:56,,,,,,,,,13,2.17,13,1,6,"The possibility that metaphor has something to do with mundane bodily experience was once seen as a shocking idea in the world of metaphor scholarship. Metaphors in language, after all, presumably express creative thoughts that are transcendent from ordinary thinking …"
13,"AM Timpanaro, CPC Prado",Connections between the Sznajd model with general confidence rules and graph theory,2012,Physical Review E,APS,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.86.046109,"https://scholar.google.com/scholar?cites=1591368157854393831&as_sdt=2005&sciodt=0,5&hl=en",62,3/10/20 11:56,,,,,,,,,13,1.63,7,2,8,"The Sznajd model is a sociophysics model that is used to model opinion propagation and consensus formation in societies. Its main feature is that its rules favor bigger groups of agreeing people. In a previous work, we generalized the bounded confidence rule in order …"
13,R Kurzban,Two problems with “self-deception”: No “self” and no “deception”,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/two-problems-with-selfdeception-no-self-and-no-deception/85264EE02A847B9D07244E8C993432AE,"https://scholar.google.com/scholar?cites=10067085565994086983&as_sdt=2005&sciodt=0,5&hl=en",63,3/10/20 11:56,,,,,,,,,13,1.44,13,1,9,"While the idea that being wrong can be strategically advantageous in the context of social strategy is sound, the idea that there is a “self” to be deceived might not be. The modular view of the mind finesses this difficulty and is useful–perhaps necessary–for discussing the …"
12,"KE Lewis, C Grebitus, RM Nayga Jr",The Importance of taste in experimental auctions: consumers' valuation of calorie and sweetener labeling of soft drinks,2016,Agricultural economics,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/agec.12208,"https://scholar.google.com/scholar?cites=6938907330858125687&as_sdt=2005&sciodt=0,5&hl=en",64,3/10/20 11:56,,,,,,,,,12,3,4,3,4,"A majority of purchases that consumers make are classified as repeat purchases. One of the main reasons why consumers make repeat food purchases is the food's taste. Therefore, we examined the importance of including taste testing in nonhypothetical experimental …"
12,"SWS Lee, N Schwarz",Clean-moral effects and clean-slate effects: Physical cleansing as an embodied procedure of psychological separation,2016,Purity and danger now: New perspectives,academia.edu,http://www.academia.edu/download/45109438/Lee___Schwarz_in_press._Clean-moral_effects_and_clean-slate_effects.pdf,"https://scholar.google.com/scholar?cites=1446950525787973796&as_sdt=2005&sciodt=0,5&hl=en",65,3/10/20 11:56,PDF,,,,,,,,12,3,6,2,4,"Handwashing is one of the easiest and most effective opportunities to enjoy substantial health benefits. Meta-analytic evidence associates handwashing with reduction in risks of diarrhea diseases by 42-47%, severe intestinal infections by 48%, and shigellosis by 59%; …"
12,"P Johansson, L Hall, P Gärdenfors",Choice blindness and the non-unitary nature of the human mind,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/choice-blindness-and-the-nonunitary-nature-of-the-human-mind/06CB01D91C761186C81312E333606123,"https://scholar.google.com/scholar?cites=7142457501137711106&as_sdt=2005&sciodt=0,5&hl=en",66,3/10/20 11:56,,,,,,,,,12,1.33,4,3,9,"Experiments on choice blindness support von Hippel & Trivers's (VH&T's) conception of the mind as fundamentally divided, but they also highlight a problem for VH&T's idea of non-conscious self-deception: If I try to trick you into believing that I have a certain preference …"
12,"S Kitayama, S Tompson","A biosocial model of affective decision making: Implications for dissonance, motivation, and culture",2015,Advances in experimental social psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0065260115000064,"https://scholar.google.com/scholar?cites=3907597952378587867&as_sdt=2005&sciodt=0,5&hl=en",67,3/10/20 11:56,,,,,,,,,12,2.4,6,2,5,"Drawing on recent advances in both neuroscience and animal behavior, we propose a biosocial model of affective decision making, which holds that when people face a conflict between two competing behavioral options (eg, go vs. no-go, approach vs. avoidance), they …"
11,EL Khalil,The weightless hat: Is self-deception optimal?,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/weightless-hat-is-selfdeception-optimal/D252C12337EF350913D30EE9F285E912,"https://scholar.google.com/scholar?cites=6970565131950932872&as_sdt=2005&sciodt=0,5&hl=en",68,3/10/20 11:56,,,,,,,,,11,1.22,11,1,9,There are problems with the thesis of von Hippel & Trivers (VH&T):(1) It entails that self-deception arises from interpersonal deception–which may not be true;(2) it entails that self-deception is optimal–which is not necessarily so; and (3) it entails that interpersonal …
10,T Suddendorf,"Evolution, lies, and foresight biases",2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/evolution-lies-and-foresight-biases/1D0AEB6006F878C9C2D7E1E1D3C418CA,"https://scholar.google.com/scholar?cites=14511576831416256216&as_sdt=2005&sciodt=0,5&hl=en",69,3/10/20 11:56,,,,,,,,,10,1.11,10,1,9,"Humans are not the only animals to deceive, though we might be the only ones that lie. The arms race von Hippel & Trivers (VH&T) propose may have only started during hominin evolution. VH&T offer a powerful theory, and I suggest it can be expanded to explain why …"
10,M Ward,"Cognition, culture, and charity: Sociolinguistics and “donor dissonance” in a Baptist denomination",2015,Voluntas: International Journal of Voluntary and …,Springer,https://link.springer.com/article/10.1007/s11266-014-9449-y,"https://scholar.google.com/scholar?cites=4504438127725175012&as_sdt=2005&sciodt=0,5&hl=en",70,3/10/20 11:56,HTML,,,,,,,,10,2,10,1,5,Previous researchers who applied cognitive dissonance theory to charitable giving found that giving is for many donors a means of acting consistently with their self-concepts as rational and moral beings. The present study extends this inquiry by investigating how …
10,"MJ Landau, C Zhong…",Conceptual metaphors shape consumer psychology,2018,Consumer Psychology …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/arcp.1002,"https://scholar.google.com/scholar?cites=9338905998794205150&as_sdt=2005&sciodt=0,5&hl=en",71,3/10/20 11:56,,,,,,,,,10,5,3,3,2,"Marketers routinely use metaphors to compare abstract concepts to concrete concepts in remote domains. For example, a tagline “Supercharge your day” compares energy to electricity. Such messages aim to change consumer attitudes and behavior, but what impact …"
10,I Shalev,The architecture of embodied cue integration: insight from the “motivation as cognition” perspective,2015,Frontiers in psychology,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.00658,"https://scholar.google.com/scholar?cites=10365726332105396170&as_sdt=2005&sciodt=0,5&hl=en",72,3/10/20 11:56,HTML,,,,,,,,10,2,10,1,5,"At the core of embodied cognition research is the assumption that higher level processing is grounded in the organism's lower level sensory and motor experiences (Barsalou, 1999, 2008; Meier et al., 2012; Winkielman et al., 2015b). Past research of perceptual multimodal …"
10,G Ignatow,Mauss's lectures to psychologists: A case for holistic sociology,2012,Journal of classical sociology,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1468795X11433703,"https://scholar.google.com/scholar?cites=12274886690523642410&as_sdt=2005&sciodt=0,5&hl=en",73,3/10/20 11:56,,,,,,,,,10,1.25,10,1,8,"In lectures delivered to psychologists in the 1920s and 1930s, Marcel Mauss argued for a rapprochement between sociology and psychology. His goal was not disciplinary unification, but rather a more holistic sociology that recognized the mutual constitution of the body and …"
9,"ZK Rothschild, MJ Landau, LA Keefer…",Another's punishment cleanses the self: Evidence for a moral cleansing function of punishing transgressors,2015,Motivation and Emotion,Springer,https://link.springer.com/article/10.1007/s11031-015-9487-9,"https://scholar.google.com/scholar?cites=14271574007366820769&as_sdt=2005&sciodt=0,5&hl=en",74,3/10/20 11:56,HTML,,,,,,,,9,1.8,2,4,5,"Separate lines of research show that individuals:(a) understand immorality metaphorically as physical contamination;(b) project undesirable self-attributes onto others; and (c) view punishment as eliminating a transgressor's immorality. Integrating these findings, we …"
9,"HJ Lu, L Chang",Self-deceive to countermine detection,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/selfdeceive-to-countermine-detection/4E5DE4AD33CD21E2EDC4C221EC6F56F3,"https://scholar.google.com/scholar?cites=5431595710191023204&as_sdt=2005&sciodt=0,5&hl=en",75,3/10/20 11:56,,,,,,,,,9,1,5,2,9,"Having evolved to escape detection of deception completely, self-deception must respond to social conditions registering different probabilities of detection. To be adaptive, it must have a mechanism to keep truthful information temporarily from the self during deception and …"
26,"任俊, 高肖肖",道德情绪: 道德行为的中介调节,2011,心理科学进展,journal.psych.ac.cn,http://journal.psych.ac.cn/xlkxjz/CN/Y2011/V19/I8/1224,"https://scholar.google.com/scholar?cites=400887711420413266&as_sdt=2005&sciodt=0,5&hl=en",76,3/10/20 11:56,,,,,,,,,26,2.89,13,2,9,"摘要道德情绪是心理学的一个重要研究主题. 道德情绪是个体根据一定的道德标准评价自己或他人的行为和思想时所产生的一种情绪体验. 它是一种复合情绪, 主要包括厌恶, 移情, 内疚, 羞耻等. 道德情绪影响下人类会产生某些典型行为, 这主要包括道德洁净行为和道德补偿行为 …"
8,"CM Martins, LG Block, DW Dahl",Can hand washing influence hedonic food consumption?,2015,Psychology & Marketing,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.20814,"https://scholar.google.com/scholar?cites=48349075471280559&as_sdt=2005&sciodt=0,5&hl=en",77,3/10/20 11:56,,,,,,,,,8,1.6,3,3,5,"The act of hand washing has been a routine part of hygienic practices across time and society. Aside from its physiological effects, hand washing has also been shown to symbolically cleanse individuals of their transgressions. However, most research …"
8,A Vrij,"Self-deception, lying, and the ability to deceive",2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/selfdeception-lying-and-the-ability-to-deceive/0FFFDF645BE2D74D9F416B2B4727C947,"https://scholar.google.com/scholar?cites=17002898070096329926&as_sdt=2005&sciodt=0,5&hl=en",78,3/10/20 11:56,,,,,,,,,8,0.89,8,1,9,"Von Hippel & Trivers (VH&T) argue that people become effective liars through self-deception. It can be said, however, that people who believe their own stories are not lying. VH&T also argue that people are quite good lie detectors, but they provide no evidence for …"
8,"JY Huang, JA Bargh",The selfish goal: Self-deception occurs naturally from autonomous goal operation,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/selfish-goal-selfdeception-occurs-naturally-from-autonomous-goal-operation/EA0972198B0962757556F076C0E13B65,"https://scholar.google.com/scholar?cites=13369411465760483941&as_sdt=2005&sciodt=0,5&hl=en",79,3/10/20 11:56,,,,,,,,,8,0.89,4,2,9,Self-deception may be a natural consequence of active goal operation instead of an adaptation for negotiating the social world. We argue that because autonomous goal programs likely drove human judgment and behavior prior to evolution of a central executive …
8,G Frazzetto,"Joy, Guilt, Anger, Love: What Neuroscience Can--and Can't--tell Us about how We Feel",2014,,books.google.com,https://books.google.com/books?hl=en&lr=&id=DrKKDQAAQBAJ&oi=fnd&pg=PA1&ots=6EneLrm1XA&sig=NeOw1PKQLNqdy0ro8MFGjBZVVs8,"https://scholar.google.com/scholar?cites=8336322163024752932&as_sdt=2005&sciodt=0,5&hl=en",80,3/10/20 11:56,BOOK,,,,,,,,8,1.33,8,1,6,""" Neuroscientist Giovanni Frazzetto enters the restless realm of human emotion through the portals of physiology, genetics, history, art and philosophy. Anger, guilt, anxiety, grief, empathy, joy and love are anatomized in turn, enlivened with research on everything from …"
10,"S Arieli, L Sagiv",Culture and problem-solving: Congruency between the cultural mindset of individualism versus collectivism and problem type.,2018,Journal of Experimental Psychology: General,psycnet.apa.org,https://psycnet.apa.org/record/2018-27243-001,"https://scholar.google.com/scholar?cites=12496723087226470748&as_sdt=2005&sciodt=0,5&hl=en",81,3/10/20 11:56,,,,,,,,,10,5,5,2,2,"This research investigates how the cultural mindset influences problem-solving. Drawing on the notion that cultural mindset influences the cognitive process individuals bring to bear at the moment of judgment, we propose that the congruency between the cultural mindset …"
22,G Frazzetto,Cómo sentimos,2014,,Anagrama,,"https://scholar.google.com/scholar?cites=15880441311389549424&as_sdt=2005&sciodt=0,5&hl=en",82,3/10/20 11:56,CITATION,,,,,,,,22,3.67,22,1,6,
7,"P Dong, SWS Lee",Embodiment as procedures: Physical cleansing changes goal priming effects.,2017,Journal of Experimental Psychology: General,psycnet.apa.org,https://psycnet.apa.org/doiLanding?doi=10.1037%2Fxge0000285,"https://scholar.google.com/scholar?cites=9483720908116785981&as_sdt=2005&sciodt=0,5&hl=en",83,3/10/20 11:56,,,,,,,,,7,2.33,4,2,3,"Physical cleansing reduces the influence of numerous psychological experiences, such as guilt from immoral behavior, dissonance from free choice, and good/bad luck from winning/losing. How do these domain-general effects occur? We propose an integrative …"
7,"C Moore, S Wakeman, F Gino",Dangerous expectations: breaking rules to resolve cognitive dissonance,2014,Harvard Business School NOM Unit …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2486576,"https://scholar.google.com/scholar?cites=4328108884180892138&as_sdt=2005&sciodt=0,5&hl=en",84,3/10/20 11:56,,,,,,,,,7,1.17,2,3,6,"When entering task performance contexts we generally have expectations about both the task and how well we will perform on it. When those expectations go unmet, we experience psychological discomfort (cognitive dissonance), which we are then motivated to resolve …"
8,"TM Soliman, KA Johnson…",It's Not “All in Your Head” Understanding Religion From an Embodied Cognition Perspective,2015,… on Psychological Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1745691615606373,"https://scholar.google.com/scholar?cites=9581848139205769263&as_sdt=2005&sciodt=0,5&hl=en",85,3/10/20 11:56,,,,,,,,,8,1.6,3,3,5,"Theorists and researchers in the psychology of religion have often focused on the mind as the locus of religion. In this article, we suggest an embodied cognition perspective as a new dimension in studies of religion as a complement to previous research and theorizing. In …"
6,"DT Kenrick, AE White",A single self-deceived or several subselves divided?,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/single-selfdeceived-or-several-subselves-divided/A9152422CD1E0A66F3DB68B918151699,"https://scholar.google.com/scholar?cites=14679847701834915923&as_sdt=2005&sciodt=0,5&hl=en",86,3/10/20 11:56,,,,,,,,,6,0.67,3,2,9,"Would we lie to ourselves? We don't need to. Rather than a single self equipped with a few bivariate processes, the mind is composed of a dissociated aggregation of subselves processing qualitatively different information relevant to different adaptive problems. Each …"
6,"N Schwarz, SWS Lee, D Albarracin…",Embodied cognition and the construction of attitudes,2019,The handbook of …,researchgate.net,https://www.researchgate.net/profile/Norbert_Schwarz2/publication/319416112_Embodied_Cognition_and_the_Construction_of_Attitudes/links/59a8edf9aca27202ed5f5ad2/Embodied-Cognition-and-the-Construction-of-Attitudes.pdf,"https://scholar.google.com/scholar?cites=5838567075573598420&as_sdt=2005&sciodt=0,5&hl=en",87,3/10/20 11:56,PDF,,,,,,,,6,6,2,4,1,The body figures prominently in common language definitions of the term attitude. The Oxford Dictionary (nd) refers to “a position of the body indicating a particular mental state ('the boy was standing in an attitude of despair')” and Merriam-Webster (nd) refers to “the …
6,"A Krishna, SWS Lee, X Li…","Embodied cognition, sensory marketing, and the conceptualization of consumers' judgment and decision processes: Introduction to the issue",2017,Journal of the Association …,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/full/10.1086/694453,"https://scholar.google.com/scholar?cites=10466827953067988356&as_sdt=2005&sciodt=0,5&hl=en",88,3/10/20 11:56,HTML,,,,,,,,6,2,2,4,3,"People experience the world and interact with it through their bodily senses. This has mental and behavioral consequences. Most notably, the representation and use of information about the world depends on the sensory modality in which it was acquired and the motor …"
6,LW Barsalou,Situated conceptualization: Theory and applications,2015,Perceptual and Emotional Embodiment,taylorfrancis.com,https://www.taylorfrancis.com/books/e/9781315751979/chapters/10.4324/9781315751979-7,"https://scholar.google.com/scholar?cites=17742706508549287446&as_sdt=2005&sciodt=0,5&hl=en",89,3/10/20 11:56,,,,,,,,,6,1.2,6,1,5,"12 Lawrence W. Barsalou human conceptual system, thousands of concepts represent diverse categories of settings, agents, objects, actions, mental states, properties, relations, and so forth. Although many accounts of concepts exist, they generally assume that a given …"
7,JB Green,Embodying the gospel: Two exemplary practices,2014,Journal of Spiritual Formation and Soul Care,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/193979091400700103,"https://scholar.google.com/scholar?cites=13407418661049227277&as_sdt=2005&sciodt=0,5&hl=en",90,3/10/20 11:56,,,,,,,,,7,1.17,7,1,6,"Against those contemporary patterns of thought that segregate thinking and doing, or “theory” and “practice,” this essay urges that Scripture works with a more integrated and communal understanding of human life, and thus of Christian faith. Accordingly, practices …"
6,"G Gorelik, TK Shackelford",Culture of deception,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/culture-of-deception/EF581DC95A8A1636B975395E2BA41013,"https://scholar.google.com/scholar?cites=10198712224552569028&as_sdt=2005&sciodt=0,5&hl=en",91,3/10/20 11:56,,,,,,,,,6,0.67,3,2,9,"We examine the self-deceptive aspects of religion and nationalism. By embracing various religious or political ideals, regardless of their truth, our ancestors could have enhanced their confidence, solidified their social ties, and manipulated their reproductive rivals. This …"
8,"H Li, Y Cao",Who's holding the moral higher ground: Religiosity and the vertical conception of morality,2017,Personality and Individual Differences,Elsevier,https://www.sciencedirect.com/science/article/pii/S0191886916311163,"https://scholar.google.com/scholar?cites=6676456656795530240&as_sdt=2005&sciodt=0,5&hl=en",92,3/10/20 11:56,,,,,,,,,8,2.67,4,2,3,"Across languages,“morality” is associated with “up” and “immorality” with “down”. The relationship between morality and verticality found in linguistic metaphors can also be found in people's non-linguistic mental representations of morality. However, recent lines of work …"
7,"L Dal Santo, S Pohl, A Battistelli",Emotional dissonance and job satisfaction: the moderating role of organisational commitment and task significance,2013,Mediterranean Journal of Social …,richtmann.org,http://www.richtmann.org/journal/index.php/mjss/article/view/1562,"https://scholar.google.com/scholar?cites=5461212737380857010&as_sdt=2005&sciodt=0,5&hl=en",93,3/10/20 11:56,,,,,,,,,7,1,2,3,7,"Aim: Emotional dissonance resulting from nurse/patient interactions is usually considered to lead to negative outcomes, such as job dissatisfaction (Yang & Chang, 2008). Although there does exist some general support and acceptance of the positive link between …"
6,"U Frey, E Voland",The evolutionary route to self-deception: Why offensive versus defensive strategy might be a false alternative,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/evolutionary-route-to-selfdeception-why-offensive-versus-defensive-strategy-might-be-a-false-alternative/B8808903769E2E761C34C318389460DE,"https://scholar.google.com/scholar?cites=13936789797173311486&as_sdt=2005&sciodt=0,5&hl=en",94,3/10/20 11:56,,,,,,,,,6,0.67,3,2,9,"Self-deception may be the result of social manipulation and conflict management of social in-groups. Although self-deception certainly has offensive and defensive aspects, a full evolutionary understanding of this phenomenon is not possible until strategies of other …"
6,NS Strohminger,The Hedonics of Disgust.,2013,,deepblue.lib.umich.edu,https://deepblue.lib.umich.edu/handle/2027.42/97960,"https://scholar.google.com/scholar?cites=5424585063792891671&as_sdt=2005&sciodt=0,5&hl=en",95,3/10/20 11:56,,,,,,,,,6,0.86,6,1,7,"Disgust is a negative emotion, and as such, it is frequently assumed that its only function is to generate negative evaluations. This dissertation aims to demonstrate that disgust can generate positive evaluations in the right context. In Chapter I, we show how the existence of …"
6,DC Funder,Directions and beliefs of self-presentational bias,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/directions-and-beliefs-of-selfpresentational-bias/37495FD680927737F7DEC9D7BB4D2FE0,"https://scholar.google.com/scholar?cites=2134098511122619761&as_sdt=2005&sciodt=0,5&hl=en",96,3/10/20 11:56,,,,,,,,,6,0.67,6,1,9,"The target article tends to conflate self-deception and self-enhancement, but biased self-presentation can be negative as well as positive. Self-deceiving self-diminishers may be depressed and non-self-deceiving self-diminishers may project false modesty. The article's …"
15,M Brentrup,Rituale und Spiritualität in der Psychotherapie,2015,,books.google.com,https://books.google.com/books?hl=en&lr=&id=kceOCgAAQBAJ&oi=fnd&pg=PP1&ots=lB70SYj-Og&sig=vc4ZQJ3lwqHOVcZ3oVDCRQr8PXU,"https://scholar.google.com/scholar?cites=5886078994102791999&as_sdt=2005&sciodt=0,5&hl=en",97,3/10/20 11:56,BOOK,,,,,,,,15,3,15,1,5,"Mit einem integrativen Ansatz aus humanistischem Menschenbild, systemischen und tiefenpsychologischen Konzepten schlagen die Autoren eine Brücke zwischen psychologischen und spirituellen Modellen. Sie stellen schamanische, buddhistische …"
14,"陈潇, 江琦, 侯敏, 朱梦音",具身道德: 道德心理学研究的新取向,2014,心理发展与教育,devpsy.com.cn,http://www.devpsy.com.cn/CN/Y2014/V30/I6/664,"https://scholar.google.com/scholar?cites=17982961523952166527&as_sdt=2005&sciodt=0,5&hl=en",98,3/10/20 11:56,,,,,,,,,14,2.33,4,4,6,"具身道德是指身体及其活动方式与道德心理和行为的相互作用. 迄今为止, 具身道德研究主要采用道德Stroop 范式, 内隐联想测验范式, 情境操纵范式和心境诱发范式. 具身道德的研究内容主要包括身体解剖学结构, 知觉经验及身体与环境的嵌入作用与道德心理及 …"
6,"C Kovacheff, S Schwartz, Y Inbar…",The problem with morality: Impeding progress and increasing divides,2018,Social Issues and …,Wiley Online Library,https://spssi.onlinelibrary.wiley.com/doi/abs/10.1111/sipr.12045,"https://scholar.google.com/scholar?cites=3716294328523181059&as_sdt=2005&sciodt=0,5&hl=en",99,3/10/20 11:56,,,,,,,,,6,3,2,4,2,"Morality is commonly held up as the pinnacle of goodness but can also be a source of significant problems, interfering with societal functioning and progress. We review the literature regarding how morality diverges from nonmoral attitudes, biases our cognitive …"
7,"H Tang, X Lu, R Su, Z Liang, X Mai…",Washing away your sins in the brain: physical cleaning and priming of cleaning recruit different brain networks after moral threat,2017,Social cognitive and …,academic.oup.com,https://academic.oup.com/scan/article-abstract/12/7/1149/3063832,"https://scholar.google.com/scholar?cites=16613436379571086182&as_sdt=2005&sciodt=0,5&hl=en",100,3/10/20 11:56,,,,,,,,,7,2.33,1,6,3,"The association between moral purity and physical cleanliness has been widely discussed recently. Studies found that moral threat initiates the need of physical cleanliness, but actual physical cleaning and priming of cleaning have inconsistent effects on subsequent attitudes …"
