Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
16,"N Simhi, G Yovel",The contribution of the body and motion to whole person recognition,2016,Vision Research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0042698916000419,"https://scholar.google.com/scholar?cites=7604684093579198920&as_sdt=2005&sciodt=0,5&hl=en",93,3/9/20 17:32,HTML,,,,,,,,16,4,8,2,4,"While the importance of faces in person recognition has been the subject of many studies, there are relatively few studies examining recognition of the whole person in motion even though this most closely resembles daily experience. Most studies examining the whole …"
14,"JE Cutting, KL Armstrong","Facial expression, size, and clutter: Inferences from movie structure to emotion judgments and back",2016,"Attention, Perception, & Psychophysics",Springer,https://link.springer.com/article/10.3758/s13414-015-1003-5,"https://scholar.google.com/scholar?cites=14848745615668544244&as_sdt=2005&sciodt=0,5&hl=en",94,3/9/20 17:32,HTML,,,,,,,,14,3.5,7,2,4,"The perception of facial expressions and objects at a distance are entrenched psychological research venues, but their intersection is not. We were motivated to study them together because of their joint importance in the physical composition of popular movies—shots that …"
14,"KM Kliegl, K Limbrecht-Ecklundt, L Dürr…",The complex duration perception of emotional faces: effects of face direction,2015,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.00262,"https://scholar.google.com/scholar?cites=4644615637679205008&as_sdt=2005&sciodt=0,5&hl=en",95,3/9/20 17:32,HTML,,,,,,,,14,2.8,4,4,5,"The perceived duration of emotional face stimuli strongly depends on the expressed emotion. But, emotional faces also differ regarding a number of other features like gaze, face direction, or sex. Usually, these features have been controlled by only using pictures of …"
15,"WI Mattson, JF Cohn, MH Mahoor, DN Gangi…",Darwin's Duchenne: Eye constriction during infant joy and distress,2013,PloS one,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3835870/,"https://scholar.google.com/scholar?cites=3877716873199980064&as_sdt=2005&sciodt=0,5&hl=en",96,3/9/20 17:32,HTML,,,,,,,,15,2.14,3,5,7,"Darwin proposed that smiles with eye constriction (Duchenne smiles) index strong positive emotion in infants, while cry-faces with eye constriction index strong negative emotion. Research has supported Darwin's proposal with respect to smiling, but there has been little …"
15,"R Jacob-Dazarola, JCO Nicolás, LC Bayona",Behavioral measures of emotion,2016,Emotion measurement,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780081005088000059,"https://scholar.google.com/scholar?cites=13059189038904449846&as_sdt=2005&sciodt=0,5&hl=en",97,3/9/20 17:32,,,,,,,,,15,3.75,5,3,4,"This chapter discusses the subject of emotion measurement from a behavioural perspective. It analyses the external manifestations of those who experience a particular emotion, for example, facial gestures, body postures and voice tone and pitch. Particular behaviour …"
14,"SN Garfinkel, HD Critchley",Neural correlates of fear: insights from neuroimaging,2014,Neuroscience and Neuroeconomics,sro.sussex.ac.uk,http://sro.sussex.ac.uk/id/eprint/49031,"https://scholar.google.com/scholar?cites=7954320946283884310&as_sdt=2005&sciodt=0,5&hl=en",98,3/9/20 17:32,,,,,,,,,14,2.33,7,2,6,"Fear anticipates a challenge to one's well-being and is a reaction to the risk of harm. The expression of fear in the individual is a constellation of physiological, behavioral, cognitive, and experiential responses. Fear indicates risk and will guide adaptive behavior, yet fear is …"
16,"ME Kret, JJ Stekelenburg, B de Gelder, K Roelofs",From face to hand: Attentional bias towards expressive hands in social anxiety,2017,Biological psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301051115300909,"https://scholar.google.com/scholar?cites=1031924024813451185&as_sdt=2005&sciodt=0,5&hl=en",99,3/9/20 17:32,,,,,,,,,16,5.33,4,4,3,The eye-region conveys important emotional information that we spontaneously attend to. Socially submissive individuals avoid other's gaze which is regarded as avoidance of others' emotional face expressions. But this interpretation ignores the fact that there are other …
15,"P Rajhans, M Missana, KM Krol…",The association of temperament and maternal empathy with individual differences in infants' neural responses to emotional body expressions,2015,Development and …,cambridge.org,https://www.cambridge.org/core/journals/development-and-psychopathology/article/association-of-temperament-and-maternal-empathy-with-individual-differences-in-infants-neural-responses-to-emotional-body-expressions/E7D5B70A8AFA7D62637E875864832C35,"https://scholar.google.com/scholar?cites=5233024948271398633&as_sdt=2005&sciodt=0,5&hl=en",100,3/9/20 17:32,,,,,,,,,15,3,4,4,5,We examined the role of infant temperament and maternal dispositional empathy in the neural processing of happy and fearful emotional body expressions in 8-month-old infants by measuring event-related brain potentials. Our results revealed that infants' tendency to …
14,"KL Poole, LA Schmidt",Smiling through the shyness: The adaptive function of positive affect in shy children.,2019,Emotion,psycnet.apa.org,https://psycnet.apa.org/doiLanding?doi=10.1037/emo0000426,"https://scholar.google.com/scholar?cites=16393565362434113560&as_sdt=2005&sciodt=0,5&hl=en",101,3/9/20 17:32,,,,,,,,,14,14,7,2,1,"Most research treats shyness as a homogenous phenomenon when examining its correlates and consequences, which limits the identification of specific groups of shy children who may be at differential risk for maladaptive social outcomes. Here, we examined whether different …"
13,"M Destephe, A Henning, M Zecca…",Perception of emotion and emotional intensity in humanoid robots gait,2013,… on Robotics and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6739640/,"https://scholar.google.com/scholar?cites=16872069461040384262&as_sdt=2005&sciodt=0,5&hl=en",102,3/9/20 17:32,,,,,,,,,13,1.86,3,4,7,Humanoid robots progress everyday closer and closer to a more stable walking suitable for a human environment as the researchers in the Humanoid robotics field focus their effort on the understanding of the human locomotion. Nonetheless for Social Robotics researchers …
12,"DC Ong, J Zaki, ND Goodman",Computational models of emotion inference in theory of mind: A review and roadmap,2019,Topics in cognitive science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/tops.12371,"https://scholar.google.com/scholar?cites=15919410726494658168&as_sdt=2005&sciodt=0,5&hl=en",103,3/9/20 17:32,,,,,,,,,12,12,4,3,1,"Research on social cognition has fruitfully applied computational modeling approaches to explain how observers understand and reason about others' mental states. By contrast, there has been less work on modeling observers' understanding of emotional states. We …"
12,"JM Fernández-Dols, C Crivelli","Recognition of facial expressions: past, present, and future challenges",2015,Understanding Facial Expressions in …,Springer,https://link.springer.com/chapter/10.1007/978-81-322-1934-7_2,"https://scholar.google.com/scholar?cites=18009096141505926334&as_sdt=2005&sciodt=0,5&hl=en",104,3/9/20 17:32,,,,,,,,,12,2.4,6,2,5,"Sender's facial expressions are an inextricable combination of affective information and social signals aimed at influencing receivers' behavior. This chapter deals with how receivers attribute meanings to the senders' facial expressions. First, we review the findings …"
12,J Hofmann,Intense or malicious? The decoding of eyebrow-lowering frowning in laughter animations depends on the presentation mode,2014,Frontiers in psychology,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2014.01306,"https://scholar.google.com/scholar?cites=6759264354819161507&as_sdt=2005&sciodt=0,5&hl=en",105,3/9/20 17:32,HTML,,,,,,,,12,2,12,1,6,"Joyful laughter is the only laughter type that has received sufficient validation in terms of morphology (ie, face, voice). Still, it is unclear whether joyful laughter involves one prototypical facial-morphological configuration (Duchenne Display and mouth opening) to …"
13,G A. Van Kleef,The social effects of emotions are functionally equivalent across expressive modalities,2017,Psychological Inquiry,Taylor & Francis,https://www.tandfonline.com/doi/full/10.1080/1047840X.2017.1338102,"https://scholar.google.com/scholar?cites=5552505087870242918&as_sdt=2005&sciodt=0,5&hl=en",106,3/9/20 17:32,HTML,,,,,,,,13,4.33,13,1,3,"Emotions in Man and Animals in 1872, questions about the nature and purpose of emotional expressions have represented some of the most intriguing and enduring conundrums in the social and affective sciences. How do facial displays relate to emotional experience? What …"
12,"T Maran, P Sachse, M Furtner",From specificity to sensitivity: affective states modulate visual working memory for emotional expressive faces,2015,Frontiers in psychology,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.01297,"https://scholar.google.com/scholar?cites=5568414164080685308&as_sdt=2005&sciodt=0,5&hl=en",107,3/9/20 17:32,HTML,,,,,,,,12,2.4,4,3,5,"Previous findings suggest that visual working memory preferentially remembers angry looking faces. However, the meaning of facial actions is construed in relation to context. To date, there are no studies investigating the role of perceiver-based context when processing …"
11,"J Ma, C Liu, X Zhong, L Wang, X Chen",Emotional body-word conflict evokes enhanced n450 and slow potential,2014,PloS one,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4018289/,"https://scholar.google.com/scholar?cites=3550273393181263392&as_sdt=2005&sciodt=0,5&hl=en",108,3/9/20 17:32,HTML,,,,,,,,11,1.83,2,5,6,"Emotional conflict refers to the influence of task irrelevant affective stimuli on current task set. Previously used emotional face-word tasks have produced certain electrophysiological phenomena, such as an enhanced N450 and slow potential; however, it remains unknown …"
11,"M Grandgeorge, C Degrez, Z Alavi…",Face processing of animal and human static stimuli by children with autism spectrum disorder: a pilot study,2016,Hum. Anim. Interact …,researchgate.net,https://www.researchgate.net/profile/Zarrin_Alavi/publication/299561479_Face_processing_of_animal_and_human_static_stimuli_in_children_with_autistic_spectrum_disorder/links/570e366d08ae2b772e46b95c/Face-processing-of-animal-and-human-static-stimuli-in-children-with-autistic-spectrum-disorder.pdf,"https://scholar.google.com/scholar?cites=11458738611471616875&as_sdt=2005&sciodt=0,5&hl=en",109,3/9/20 17:32,PDF,,,,,,,,11,2.75,3,4,4,"Animals are part of humans' social environment and present numerous benefits. Each partner in a human-animal interaction uses signals emitted by the other (eg postures, gestures or gaze directions) to collect information to adjust their behaviour. Face processing …"
11,"NL Nelson, CJ Mondloch",Adults' and children's perception of facial expressions is influenced by body postures even for dynamic stimuli,2017,Visual Cognition,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/13506285.2017.1301615,"https://scholar.google.com/scholar?cites=7062453990565145327&as_sdt=2005&sciodt=0,5&hl=en",110,3/9/20 17:32,,,,,,,,,11,3.67,6,2,3,"ABSTRACT A growing literature shows that body postures influence recognition of static facial expressions; a fearful face, for example, is perceived as angry when presented on an angry body posture. In daily life, however, people conveying emotions are moving. Here we …"
12,"A Heck, A Chroust, H White, R Jubran…",Development of body emotion perception in infancy: From discrimination to recognition,2018,Infant Behavior and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0163638317301741,"https://scholar.google.com/scholar?cites=17845658914899198933&as_sdt=2005&sciodt=0,5&hl=en",111,3/9/20 17:32,,,,,,,,,12,6,2,5,2,"Research suggests that infants progress from discrimination to recognition of emotions in faces during the first half year of life. It is unknown whether the perception of emotions from bodies develops in a similar manner. In the current study, when presented with happy and …"
14,"D Keltner, D Sauter, J Tracy, A Cowen",Emotional expression: Advances in basic emotion theory,2019,Journal of nonverbal behavior,Springer,https://link.springer.com/article/10.1007/s10919-019-00293-3,"https://scholar.google.com/scholar?cites=15312633547251587055&as_sdt=2005&sciodt=0,5&hl=en",112,3/9/20 17:32,,,,,,,,,14,14,4,4,1,"In this article, we review recent developments in the study of emotional expression within a basic emotion framework. Dozens of new studies find that upwards of 20 emotions are signaled in multimodal and dynamic patterns of expressive behavior. Moving beyond word …"
11,"R Brewer, F Biotti, G Bird, R Cook",Typical integration of emotion cues from bodies and faces in Autism Spectrum Disorder,2017,Cognition,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010027717301282,"https://scholar.google.com/scholar?cites=14038722784777270528&as_sdt=2005&sciodt=0,5&hl=en",113,3/9/20 17:32,,,,,,,,,11,3.67,3,4,3,Contextual cues derived from body postures bias how typical observers categorize facial emotion; the same facial expression may be perceived as anger or disgust when aligned with angry and disgusted body postures. Individuals with Autism Spectrum Disorder (ASD) …
10,J Smith,Explaining listener differences in the perception of musical structure,2014,,qmro.qmul.ac.uk,http://qmro.qmul.ac.uk/xmlui/handle/123456789/27225,"https://scholar.google.com/scholar?cites=3783377249598541152&as_sdt=2005&sciodt=0,5&hl=en",114,3/9/20 17:32,,,,,,,,,10,1.67,10,1,6,"State-of-the-art models for the perception of grouping structure in music do not attempt to account for disagreements among listeners. But understanding these disagreements, sometimes regarded as noise in psychological studies, may be essential to fully …"
10,"D Valente, A Theurel, E Gentaz",The role of visual experience in the production of emotional facial expressions by blind people: A review,2018,Psychonomic bulletin & review,Springer,https://link.springer.com/article/10.3758/s13423-017-1338-0,"https://scholar.google.com/scholar?cites=17250643748665233042&as_sdt=2005&sciodt=0,5&hl=en",115,3/9/20 17:32,HTML,,,,,,,,10,5,3,3,2,"Facial expressions of emotion are nonverbal behaviors that allow us to interact efficiently in social life and respond to events affecting our welfare. This article reviews 21 studies, published between 1932 and 2015, examining the production of facial expressions of …"
10,"GA Van Kleef, S Côté","Emotional dynamics in conflict and negotiation: Individual, dyadic, and group processes",2018,Annual Review of Organizational …,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-orgpsych-032117-104714,"https://scholar.google.com/scholar?cites=12264546232841829924&as_sdt=2005&sciodt=0,5&hl=en",116,3/9/20 17:32,,,,,,,,,10,5,5,2,2,"Conflict is an emotional enterprise. We provide an integrative synthesis of theory and research on emotional dynamics in conflict and negotiation at three levels of analysis: the individual, the dyad, and the group. At the individual level, experienced moods and …"
13,"L Chanes, JB Wormwood, N Betz…",Facial expression predictions as drivers of social perception.,2018,Journal of personality …,psycnet.apa.org,https://psycnet.apa.org/doiLanding?doi=10.1037/pspa0000108,"https://scholar.google.com/scholar?cites=18258665178003314302&as_sdt=2005&sciodt=0,5&hl=en",117,3/9/20 17:32,,,,,,,,,13,6.5,3,4,2,"Emerging perspectives in neuroscience indicate that the brain functions predictively, constantly anticipating sensory input based on past experience. According to these perspectives, prediction signals impact perception, guiding and constraining experience. In …"
11,"K Zibrek, L Hoyet, K Ruhland, R Mcdonnell",Exploring the effect of motion type and emotions on the perception of gender in virtual humans,2015,ACM Transactions on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2767130,"https://scholar.google.com/scholar?cites=6135805374740838271&as_sdt=2005&sciodt=0,5&hl=en",118,3/9/20 17:32,,,,,,,,,11,2.2,3,4,5,"In this article, we investigate the perception of gender from the motion of virtual humans under different emotional conditions and explore the effect of emotional bias on gender perception (eg, anger being attributed to males more than females). As motion types can …"
10,"M Destephe, T Maruyama, M Zecca…",The influences of emotional intensity for happiness and sadness on walking,2013,2013 35th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6611281/,"https://scholar.google.com/scholar?cites=9409285141335583462&as_sdt=2005&sciodt=0,5&hl=en",119,3/9/20 17:32,,,,,,,,,10,1.43,3,4,7,"Walking is one of the most common activities that we perform every day. Even if the main goal of walking is to move from one place to another place, walking can also convey emotional clues in social context. Those clues can be used to improve interactions or any …"
10,"R Hortensius, D Terburg, B Morgan, DJ Stein…",The Basolateral Amygdalae and Frontotemporal network functions for threat perception,2017,Eneuro,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5368167/,"https://scholar.google.com/scholar?cites=4689308291451085534&as_sdt=2005&sciodt=0,5&hl=en",120,3/9/20 17:32,HTML,,,,,,,,10,3.33,2,5,3,"Although the amygdalae play a central role in threat perception and reactions, the direct contributions of the amygdalae to specific aspects of threat perception, from ambiguity resolution to reflexive or deliberate action, remain ill understood in humans. Animal studies …"
10,G Ritchie,The evaluation of creative systems,2019,Computational Creativity,Springer,https://link.springer.com/chapter/10.1007/978-3-319-43610-4_8,"https://scholar.google.com/scholar?cites=11274849863443657211&as_sdt=2005&sciodt=0,5&hl=en",121,3/9/20 17:32,,,,,,,,,10,10,10,1,1,"As creative systems become more advanced, there is a growing need to assess their performance, whether during development or after implementation is complete. There is not yet any settled methodology for evaluation, despite a continuing debate. The task requires …"
11,"N Yitzhak, N Giladi, T Gurevich, DS Messinger…","Gently does it: Humans outperform a software classifier in recognizing subtle, nonstereotypical facial expressions.",2017,Emotion,psycnet.apa.org,https://psycnet.apa.org/record/2017-16349-001,"https://scholar.google.com/scholar?cites=7561040240594845321&as_sdt=2005&sciodt=0,5&hl=en",122,3/9/20 17:32,,,,,,,,,11,3.67,2,5,3,"According to dominant theories of affect, humans innately and universally express a set of emotions using specific configurations of prototypical facial activity. Accordingly, thousands of studies have tested emotion recognition using sets of highly intense and stereotypical …"
10,"IM Greven, R Ramsey",Neural network integration during the perception of in-group and out-group members,2017,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393217303688,"https://scholar.google.com/scholar?cites=12385390821958376462&as_sdt=2005&sciodt=0,5&hl=en",123,3/9/20 17:32,HTML,,,,,,,,10,3.33,5,2,3,"Group biases guide social interactions by promoting in-group favouritism, but the neural mechanisms underpinning group biases remain unclear. While neuroscience research has shown that distributed brain circuits are associated with seeing in-group and out-group …"
10,"LD Lopez, PJ Reschke, JM Knothe…",Postural communication of emotion: Perception of distinct poses of five discrete emotions,2017,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2017.00710,"https://scholar.google.com/scholar?cites=2613446479538243478&as_sdt=2005&sciodt=0,5&hl=en",124,3/9/20 17:32,HTML,,,,,,,,10,3.33,3,4,3,"Emotion can be communicated through multiple distinct modalities. However, an often-ignored channel of communication is posture. Recent research indicates that bodily posture plays an important role in the perception of emotion. However, research examining postural …"
9,"RM Stolier, JB Freeman",The neuroscience of social vision,2016,"Neuroimaging personality, social cognition, and …",Elsevier,https://www.sciencedirect.com/science/article/pii/B9780128009352000075,"https://scholar.google.com/scholar?cites=4596795269341840477&as_sdt=2005&sciodt=0,5&hl=en",125,3/9/20 17:32,,,,,,,,,9,2.25,5,2,4,"Through mere visual cues, humans readily extract a variety of information about other people. In addition to bottom-up visual cues, our social perceptions are dynamically shaped by a number of top-down social factors, including stereotypes, person knowledge, motives …"
11,"N Lavan, CF Lima, H Harvey, SK Scott…",I thought that I heard you laughing: Contextual facial expressions modulate the perception of authentic laughter and crying,2015,Cognition and …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/02699931.2014.957656,"https://scholar.google.com/scholar?cites=5633353981135335973&as_sdt=2005&sciodt=0,5&hl=en",126,3/9/20 17:32,,,,,,,,,11,2.2,2,5,5,It is well established that categorising the emotional content of facial expressions may differ depending on contextual information. Whether this malleability is observed in the auditory domain and in genuine emotion expressions is poorly explored. We examined the …
10,"R Hortensius, B De Gelder, DJLG Schutter",When anger dominates the mind: Increased motor corticospinal excitability in the face of threat,2016,Psychophysiology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/psyp.12685,"https://scholar.google.com/scholar?cites=17037634270127510141&as_sdt=2005&sciodt=0,5&hl=en",127,3/9/20 17:32,,,,,,,,,10,2.5,3,3,4,"Threat demands fast and adaptive reactions that are manifested at the physiological, behavioral, and phenomenological level and are responsive to the direction of threat and its severity for the individual. Here, we investigated the effects of threat directed toward or away …"
9,"MQ Hill, S Streuber, CA Hahn, MJ Black…",Creating body shapes from verbal descriptions by linking similarity spaces,2016,Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0956797616663878,"https://scholar.google.com/scholar?cites=9878985667873371010&as_sdt=2005&sciodt=0,5&hl=en",128,3/9/20 17:32,,,,,,,,,9,2.25,2,5,4,"Brief verbal descriptions of people's bodies (eg,“curvy,”“long-legged”) can elicit vivid mental images. The ease with which these mental images are created belies the complexity of three-dimensional body shapes. We explored the relationship between body shapes and body …"
10,"D Marinova, SK Singh, J Singh",Frontline problem-solving effectiveness: A dynamic analysis of verbal and nonverbal cues,2018,Journal of Marketing …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1509/jmr.15.0243,"https://scholar.google.com/scholar?cites=6237870925894149159&as_sdt=2005&sciodt=0,5&hl=en",129,3/9/20 17:32,,,,,,,,,10,5,3,3,2,"This study examines the impact of frontline employees' problem solving on customer satisfaction (CSAT) during ongoing interactions prompted by service failures and complaints. Using outsourced regulation theory, the authors predict negative moderating …"
9,CF Keating,The developmental arc of nonverbal communication: Capacity and consequence for human social bonds.,2016,,psycnet.apa.org,https://psycnet.apa.org/record/2015-02851-005,"https://scholar.google.com/scholar?cites=10797077430494104160&as_sdt=2005&sciodt=0,5&hl=en",130,3/9/20 17:32,,,,,,,,,9,2.25,9,1,4,"Like other human competencies, the skillful exchange of nonverbal signals arcs across the life span, revealing a developmental time course for the capacity to send (encode) and receive (decode) messages. The aim of this chapter is to describe ontogenetic patterns in …"
8,"J Sanchez-Burks, CA Bartel, L Rees…",Assessing collective affect recognition via the Emotional Aperture Measure,2016,Cognition and Emotion,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/02699931.2015.1015968,"https://scholar.google.com/scholar?cites=10231117642815435180&as_sdt=2005&sciodt=0,5&hl=en",131,3/9/20 17:32,,,,,,,,,8,2,2,4,4,"Curiosity about collective affect is undergoing a revival in many fields. This literature, tracing back to Le Bon's seminal work on crowd psychology, has established the veracity of collective affect and demonstrated its influence on a wide range of group dynamics. More …"
8,R López-Ozieblo,Refections on the use of nonverbal communication in teaching Spanish to sino-speakers,2013,LFE. Revista de Lenguas para Fines …,accedacris.ulpgc.es,https://accedacris.ulpgc.es/bitstream/10553/12243/1/0233536_00019_0014.pdf,"https://scholar.google.com/scholar?cites=4751556766364775331&as_sdt=2005&sciodt=0,5&hl=en",132,3/9/20 17:32,PDF,,,,,,,,8,1.14,8,1,7,"The increased interest in Spanish as a Foreign Language (FL) has meant that in China alone there are 25,000 university students taking Spanish courses (Instituto Cervantes, 2013). The demand for Spanish language and culture courses has yet to be met by …"
9,"CY Yi, MWE Murry, AL Gentzler",Perception of emotional expressions in adults,2016,Journal of Individual …,econtent.hogrefe.com,https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000183,"https://scholar.google.com/scholar?cites=3684853083881713234&as_sdt=2005&sciodt=0,5&hl=en",133,3/9/20 17:32,,,,,,,,,9,2.25,3,3,4,"Past research suggests that transient mood influences the perception of facial expressions of emotion, but relatively little is known about how trait-level emotionality (ie, temperament) may influence emotion perception or interact with mood in this process. Consequently, we …"
8,"KS Wehebrink, K Koelkebeck, S Piest…",Pupil mimicry and trust–Implication for depression,2018,Journal of psychiatric …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022395617308191,"https://scholar.google.com/scholar?cites=6947002748093979557&as_sdt=2005&sciodt=0,5&hl=en",134,3/9/20 17:32,,,,,,,,,8,4,2,4,2,Individuals suffering from depression often have difficulty trusting others. Previous research has shown a relationship between trust formation and pupil mimicry-the synchronization of pupil sizes between individuals. The current study therefore examined whether pupil …
9,OR Aragón,“Tears of joy” and “tears and joy?” personal accounts of dimorphous and mixed expressions of emotion,2017,Motivation and Emotion,Springer,https://link.springer.com/article/10.1007/s11031-017-9606-x,"https://scholar.google.com/scholar?cites=7692410274187182834&as_sdt=2005&sciodt=0,5&hl=en",135,3/9/20 17:32,,,,,,,,,9,3,9,1,3,"In this investigation two distinct theoretical frameworks were applied to personal accounts of experiencing both smiles and crying, informally referred to as “tears of joy.” Dimorphous theory posits that such expressions arise from a positive or negative appraisal, and a single …"
8,J Sak-Wernicka,The effect of nonverbal cues on the interpretation of utterances by people with visual impairments,2014,Journal of Visual Impairment & Blindness,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0145482X1410800205,"https://scholar.google.com/scholar?cites=14022410247155076918&as_sdt=2005&sciodt=0,5&hl=en",136,3/9/20 17:32,,,,,,,,,8,1.33,8,1,6,Introduction The purpose of this article is to explore the effect of nonverbal information (gestures and facial expressions) provided in real time on the interpretation of utterances by people with total blindness. Methods The article reports on an exploratory study performed …
11,"H Toscano, TW Schubert, SR Giessner","Eye gaze and head posture jointly influence judgments of dominance, physical strength, and anger",2018,Journal of Nonverbal Behavior,Springer,https://link.springer.com/article/10.1007/s10919-018-0276-5,"https://scholar.google.com/scholar?cites=13668524295283927621&as_sdt=2005&sciodt=0,5&hl=en",137,3/9/20 17:32,,,,,,,,,11,5.5,4,3,2,Social status hierarchies are a universal principle of organization in human societies. Status judgments are often influenced by perceptions of the face and posture. Two important nonverbal cues of social status are head postures and eye gaze. Prior research has shown …
9,SA Butterfill,Perceiving expressions of emotion: What evidence could bear on questions about perceptual experience of mental states?,2015,Consciousness and cognition,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053810015000574,"https://scholar.google.com/scholar?cites=1852569961747167690&as_sdt=2005&sciodt=0,5&hl=en",138,3/9/20 17:32,,,,,,,,,9,1.8,9,1,5,"What evidence could bear on questions about whether humans ever perceptually experience any of another's mental states, and how might those questions be made precise enough to test experimentally? This paper focusses on emotions and their expression. It is …"
8,"C Chen, C Crivelli, OGB Garrod…",Distinct facial expressions represent pain and pleasure across cultures,2018,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/115/43/E10013.short,"https://scholar.google.com/scholar?cites=29694319935853110&as_sdt=2005&sciodt=0,5&hl=en",139,3/9/20 17:32,,,,,,,,,8,4,2,4,2,"Real-world studies show that the facial expressions produced during pain and orgasm—two different and intense affective experiences—are virtually indistinguishable. However, this finding is counterintuitive, because facial expressions are widely considered to be a …"
8,"J Walsh, C Eccleston, E Keogh",Sex differences in the decoding of pain‐related body postures,2017,European Journal of Pain,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ejp.1072,"https://scholar.google.com/scholar?cites=7448524672471435342&as_sdt=2005&sciodt=0,5&hl=en",140,3/9/20 17:32,,,,,,,,,8,2.67,3,3,3,"Background Pain can be detected through nonverbal cues, including facial expressions, vocalisations, and body posture. While there are sex differences in how emotional expressions are recognized, these differences have not always been found for pain. One …"
8,"CSS Tan, J Schöning, JS Barnes, K Luyten…",Bro-cam: Improving game experience with empathic feedback using posture tracking,2013,International Conference …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-37157-8_27,"https://scholar.google.com/scholar?cites=108525774226693444&as_sdt=2005&sciodt=0,5&hl=en",141,3/9/20 17:32,,,,,,,,,8,1.14,2,5,7,In todays videogames user feedback is often provided through raw statistics and scoreboards. We envision that incorporating empathic feedback matching the player's current mood will improve the overall gaming experience. In this paper we present Bro-cam …
8,"A Baker, S Porter, L ten Brinke…",Risky business: Incorporating informed deception detection strategies in violence risk assessments,2015,Archives of Forensic …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/0b31/a88c4df0de648f6688c67262a748ee6eaa98.pdf,"https://scholar.google.com/scholar?cites=16842972103690229671&as_sdt=2005&sciodt=0,5&hl=en",142,3/9/20 17:32,PDF,,,,,,,,8,1.6,2,4,5,"Although the relevance of deception detection is well established in police investigations and the courtroom, it has been less salient in the context of psychological risk assessments at various levels of the legal system such as sentencing, preventative detention hearings …"
8,"D Dukes, F Clément, C Audrin, M Mortillaro",Looking beyond the static face in emotion recognition: the informative case of interest,2017,Visual Cognition,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/13506285.2017.1341441,"https://scholar.google.com/scholar?cites=10285600071391263502&as_sdt=2005&sciodt=0,5&hl=en",143,3/9/20 17:32,,,,,,,,,8,2.67,2,4,3,"ABSTRACT A new wave of studies on emotion recognition encourages researchers to look beyond the face as the sole source of pertinent information. One study has proposed that, while there is overwhelming evidence that negative emotions may be differentiated in static …"
22,ML Felis,Modeling emotional aspects in human locomotion,2015,,ub.uni-heidelberg.de,https://www.ub.uni-heidelberg.de/archiv/19319,"https://scholar.google.com/scholar?cites=11923484693044432279&as_sdt=2005&sciodt=0,5&hl=en",144,3/9/20 17:32,HTML,,,,,,,,22,4.4,22,1,5,"The study of emotional body language has been the effort of many scientists for more than 200 years, from areas such as psychology, neuroscience, biology, and others. A lot of work has focused on the analysis of the kinematics, while the study of the underlying dynamics is …"
