"annotation_id","annotator","assert","certainty","created_at","id","lead_time","sentence","task_id","updated_at"
117,"1","1","1","2026-07-15T12:00:55.508108Z",842,92.553,"For example, it is well established that people can simultaneously track only a limited number of moving objects and that attending to the moving objects makes it harder to detect changes in other parts of a display (Alvarez & Franconeri, 2007; Alvarez & Oliva, 2008, 2009; Tombu & Seiffert, 2008).","T0106","2026-07-15T12:00:55.508108Z"
116,"1","1","0.5","2026-07-15T11:59:21.941636Z",843,14.72,"Research supports the possibility that there are individual differences in discounting; differences in working memory capacity impact susceptibility to a cognitive load manipulation (Cokely, Kelley, Gilchrist, 2006) and cognitive load influences discounting (Oppenheimer & Monin, 2009).","T0107","2026-07-15T11:59:21.941636Z"
115,"1","1","0.5","2026-07-15T11:59:06.477897Z",844,19.774,"Studies of the influence of reputation systems on moral hazard in credence goods markets show that reputational information may have deterrent effects on agent’s fraudulent behavior (Dulleck et al., 2011; Grosskopf and Sarin, 2010; Mimra et al., 2013).","T0108","2026-07-15T11:59:06.477897Z"
114,"1","1","1","2026-07-15T11:58:46.001890Z",845,10.106,"Empirical studies have documented the importance of organizational signals of inclusion for employees with marginalized identities (e.g., Apfelbaum et al., 2016; Hall et al., 2018; Kaiser et al., 2013; Purdie-Vaughns et al., 2008).","T0109","2026-07-15T11:58:46.001890Z"
113,"1","1","0.75","2026-07-15T11:57:51.855736Z",846,12.006,"First, their correlation with intelligence is generally either low or non-existent (Stanovich, 2009; Stanovich & West, 2008, 2014; Stanovich, West, & Toplak, 2013, 2016).","T0110","2026-07-15T11:57:51.855736Z"
112,"1","1","1","2026-07-15T11:57:38.866273Z",847,30.672,"For example, positive emotions enhance productivity (Ifcher and Zarghamee, 2011), loss aversion (Isen, Nygren and Ashby, l988), and cognitive flexibility (Isen, 2008).","T0111","2026-07-15T11:57:38.866273Z"
111,"1","1","0.5","2026-07-15T11:56:46.410471Z",848,18.859,"Whites may attempt to avoid interracial interactions altogether (Plant & Devine, 2003) or increase the physical distance between themselves and their non-White partners (Goff et al., 2008; Stern & West, 2014).","T0112","2026-07-15T11:56:46.410471Z"
110,"1","1","1","2026-07-15T11:56:26.410637Z",849,17.367,"When speakers name pictures in homogeneous and heterogeneous trial blocks (Task 1) and manually respond to arrows or tones (Task 2), phonological encoding for word production delays the manual responses to the arrows (Roelofs, 2008a; Experiments 1–3) but not to the tones (Experiment 4).","T0113","2026-07-15T11:56:26.410637Z"
109,"1","1","0.75","2026-07-15T11:56:07.552166Z",850,13.136,"Findings from previous studies indicate that the degree of in-group bias is positively correlated with the salience of group identity (e.g. Mullen et al., 1992; Eckel and Grossman, 2005; Charness et al., 2007; Rand et al., 2009; Chen and Chen, 2011; Shayo and Zussman, 2011).","T0114","2026-07-15T11:56:07.552166Z"
108,"1","1","1","2026-07-15T11:55:05.163811Z",851,23.346,"Tversky and Kahneman (1973) established that decision-making under uncertainty is driven by the availability of recent examples rather than by systematic evaluation of historical outcomes.","T0115","2026-07-15T11:55:05.163811Z"
107,"1","1","0.75","2026-07-15T11:54:41.025727Z",852,16.627,"Studies have found that negotiators concede to angry ex-pressers [11], [28], suggesting that anger encodes high limits.","T0116","2026-07-15T11:54:41.025727Z"
106,"1","1","1","2026-07-15T11:54:23.618811Z",853,14.305,"Together, these results clearly demonstrate that it is not the case that PC effects are unobservable when those factors are controlled for (Schmidt, 2013b; Schmidt & Besner, 2008).","T0117","2026-07-15T11:54:23.618811Z"
105,"1","1","1","2026-07-15T11:54:08.446351Z",854,16.069,"A third explanation is based on the temporal self-appraisal theory (TSA; Wilson and Ross, 2001; Ross and Wilson, 2002) that people evaluate their past self in a way that serves the self-enhancement motive.","T0118","2026-07-15T11:54:08.446351Z"
104,"1","1","0.25","2026-07-15T11:53:33.195182Z",855,12.487,"In one study, Demany et al. (2008) suggested that there may be an auditory equivalent of iconic memory, a high-capacity auditory memory storing raw spectral information.","T0119","2026-07-15T11:53:33.195182Z"
103,"1","1","1","2026-07-15T11:53:19.815475Z",856,13.378,"Consumers who rate high in need for cognition expend more cognitive effort and recall more about messages than those who score low in need for cognition (Cacioppo et al., 1983).","T0120","2026-07-15T11:53:19.815475Z"
102,"1","1","1","2026-07-15T11:53:05.564605Z",857,13.6,"It is now well established that varying the proportion of congruent and incongruent trials encountered over the course of an experiment influences performance in interference tasks (Jacoby et al., 2003; Logan & Zbrodoff, 1979; Schmidt & Besner, 2008).","T0121","2026-07-15T11:53:05.564605Z"
101,"1","1","0.75","2026-07-15T11:52:50.892096Z",858,14.102,"However, older adults’ episodic future thoughts have been found to be less detailed and specific compared with their younger counterparts (Addis et al., 2008).","T0122","2026-07-15T11:52:50.892096Z"
100,"1","1","0.75","2026-07-15T11:52:36.013094Z",859,14.516,"Consistent with existing literature, clothing style plays an important role in the perception of sexual intent (Abbey et al., 1987; Farris et al., 2008).","T0123","2026-07-15T11:52:36.013094Z"
99,"1","1","0.75","2026-07-15T11:52:19.567823Z",860,14.127,"Furthermore, people are sometimes motivated to increase unpleasant emotions (e.g., Tamir & Ford, 2009; Tamir et al., 2008).","T0124","2026-07-15T11:52:19.567823Z"
98,"1","1","1","2026-07-15T11:52:04.612168Z",861,13.863,"It is well established that initial and final stimuli are represented better in memory then those in between (Monsell, 1978; Oberauer, 2008; Ratcliff & Murdock, 1976).","T0125","2026-07-15T11:52:04.612168Z"
97,"1","1","0.5","2026-07-15T11:51:49.916731Z",862,36.892,"Indeed, previous research suggests that manipulating psychological distance metacognitively could accomplish this (Alter & Oppenheimer, 2008).","T0126","2026-07-15T11:51:49.916731Z"
96,"1","0","","2026-07-15T11:51:11.580719Z",863,20.734,"To promote gender equality in science, it is important that the media ’ s portrayal of women in STEM serves as a counter-stereotype to the notion that women are ill-ﬁ tted for STEM ﬁ elds (e.g., Carli et al., 2016; Leslie et al., 2015; Nosek et al., 2002).","T0127","2026-07-15T11:51:11.580719Z"
95,"1","1","1","2026-07-15T11:50:49.861845Z",864,23.932,"They concentrate on just one attribute (e.g. the lowest price), use only partial information, succumb to the dominance effect, or simply preserve the status quo and do not make a selection (Masicampo & Baumeister, 2008).","T0128","2026-07-15T11:50:49.861845Z"
94,"1","1","0.75","2026-07-15T11:50:25.208407Z",865,21.382,"According to the extended contact hypothesis learning that an ingroup member has a close relationship with an outgroup member can vicariously improve one’s own attitudes towards the outgroup (Wright, IMAGINED CONTACT 191 Aron, McLaughlin-Volpe, & Ropp, 1997).","T0129","2026-07-15T11:50:25.208407Z"
93,"1","1","1","2026-07-15T11:50:02.025172Z",866,22.563,"Ample research has already shown that when people are in a more deliberative mindset, they show very different judgment and decision-making processes (e.g. Frederick, 2005; Stanovich & West, 2000, 2008).","T0130","2026-07-15T11:50:02.025172Z"
92,"1","1","0.75","2026-07-15T11:49:38.160055Z",867,12.735,"For example, a previous study argued that it takes less attention to perceive statistical properties [6], and another study made a more explicit claim that it is “cost-free” to perceive the statistical summary of stimuli that are out of attentional focus [8].","T0131","2026-07-15T11:49:38.160055Z"
91,"1","0","","2026-07-15T11:49:24.303769Z",868,11.88,"Lei et al. [2001] achieve a similar purpose by preventing subjects from reselling their assets.","T0132","2026-07-15T11:49:24.303769Z"
90,"1","0","","2026-07-15T11:49:11.690586Z",869,10.753,"Furthermore, extraversion and agreeableness showed a balanced percentage of participants with lower and higher values for the RC indices, but conscientiousness presented the largest difference (more than a 30% decrease and less than a 2% increase).","T0133","2026-07-15T11:49:11.690586Z"
89,"1","1","0.75","2026-07-15T11:48:59.784105Z",870,13.189,"Vuilleumier, Schwartz, Duhoux, Dolan, and Driver (2005) and Butler and Klein (2009) found evidence of pure implicit memory using a rapid serial visual presentation (RSVP) procedure at encoding.","T0134","2026-07-15T11:48:59.784105Z"
88,"1","1","1","2026-07-15T11:48:45.473267Z",871,13.211,"Nondominant groups experience threats to power and status, whereas dominant groups experience threats to moral identity (Shnabel & Nadler, 2008).","T0135","2026-07-15T11:48:45.473267Z"
87,"1","0","","2026-07-15T11:48:31.223986Z",872,13.469,"People may be thinking about TIME as SPACE when talking about pushing long meetings back.","T0136","2026-07-15T11:48:31.223986Z"
86,"1","1","1","2026-07-15T11:48:16.319543Z",873,14.802,"This is because more distant (closer) stimuli cause people to have higher (lower) levels of construal, regardless of whether the psychological distance is physical, temporal, social, or probabilistic (Alter and Oppenheimer 2008; Trope, Liberman, and Wakslak 2007).","T0137","2026-07-15T11:48:16.319543Z"
85,"1","1","0.75","2026-07-15T11:48:00.394636Z",874,13.73,"Relatedly, Farrell (2008) recently reported an isolation effect in forward serial recall in one experiment (but not in another similar one) in which people had to explicitly group the list on some trials and had to recall the timing of input items (rather than their identity) on some other trials.","T0138","2026-07-15T11:48:00.394636Z"
84,"1","1","1","2026-07-15T11:47:45.708884Z",875,14.035,"There also exists strong evidence for the measure’s predictive validity because it predicts judgment and behavioral outcomes above and beyond self-report measures (Payne et al., 2008, 2009; Payne, McClernon, & Dobbins, 2007).","T0139","2026-07-15T11:47:45.708884Z"
83,"1","1","1","2026-07-15T11:47:30.467051Z",876,16.148,"Chen and Chen (2011) show that ingroup identification influences equilibrium selection in minimum-effort games.","T0140","2026-07-15T11:47:30.467051Z"
82,"1","1","0.75","2026-07-15T11:47:11.804901Z",877,16.07,"Previous studies have posited that this domain would cover the facets most bound by psychological maturity in youth (Mervielde, Buyst, & De Fruyt, 1995; Soto et al., 2008).","T0141","2026-07-15T11:47:11.804901Z"
81,"1","1","1","2026-07-15T11:46:54.506305Z",878,16.533,"Individuals with exhausted mental resources experience greater difﬁ-culty with deliberation and rule-based analyses (DeWall, et al., 2008; Masicampo & Baumeister, 2008).","T0142","2026-07-15T11:46:54.506305Z"
80,"1","1","1","2026-07-15T11:46:36.636120Z",879,24.314,"Third, the probability of explosion in the classic BART increases with each successful pump (Pleskac, 2008).","T0143","2026-07-15T11:46:36.636120Z"
79,"1","1","1","2026-07-15T11:45:37.183156Z",880,24.053,"On the contrary, there is ample evidence to show that even effortful, persistent, and highly conscious and controlled attempts to solve logical problems can produce strong biases (Fiedler, 2008; Le Mens & Denrell, 2011) of the same type as the classical heuristics (e.","T0144","2026-07-15T11:45:37.183156Z"
78,"1","1","1","2026-07-15T11:45:12.274834Z",881,15.897,"That is, semantically unrelated targets elicited the spatial interference effect (Bergen et al., 2007; Estes et al., 2008; Gozli et al., 2013; Richardson et al., 2003; Verges & Duffy, 2009).","T0145","2026-07-15T11:45:12.274834Z"
76,"1","1","0.75","2026-07-15T11:44:32.520861Z",882,35.401999999999994,"A study 14 indicated that by providing a timespan between two estimates (e.g. 2 weeks), people can exploit the wisdom of the inner crowd.","T0146","2026-07-15T11:44:55.263998Z"
77,"1","0","","2026-07-15T11:44:37.215460Z",883,6.920999999999999,"Rugg, 1941; Schwarz et al, 1985), we know that question wording and response format affect responses even within one mode; for an overview, see Sudman et al (1974). Therefore, changing the question format when changing mode may add to the net effect of mode and result in considerable overall differences between modes in mixed mode surveys (cf.","T0147","2026-07-15T11:44:37.215460Z"
75,"1","1","1","2026-07-15T11:44:00.712522Z",884,15.313,"Gill and Prowse (2016) find a negative association between neuroticism and performance in a repeated p-beauty contest game, Al-Ubaydli et al.","T0148","2026-07-15T11:44:00.712522Z"
74,"1","1","0.75","2026-07-15T11:43:45.022139Z",885,13.802,"However, recent studies have cast doubt on the validity of this dissimilar immunity finding (Farrell, 2006; Farrell & Lewandowsky, 2003; Lewandowsky & Farrell, 2008a).","T0149","2026-07-15T11:43:45.022139Z"
73,"1","0","","2026-07-15T11:43:11.139794Z",886,15.939,"On the other hand, as with White third-party observers, studies of moral attribution and licensing suggest that Black people may perceive this behavior as honest criticism meant to help not harm the group and thus may reward the candidate (Monin and Miller 2001).","T0150","2026-07-15T11:43:11.139794Z"
72,"1","1","0.5","2026-07-15T11:42:53.942143Z",887,15.419,"First, counterparts’ emotions may evoke reciprocal or complementary emotions (Friedman et al., 2004; Van Dijk et al., 2008; Van Kleef, De Dreu, & Manstead, 2004) that influence deception directly and indirectly.","T0151","2026-07-15T11:42:53.942143Z"
71,"1","1","0.75","2026-07-15T11:42:37.608766Z",888,18.185,"Victims also experience adverse events as threats to their social status and power (Shnabel and Nadler 2008).","T0152","2026-07-15T11:42:37.608766Z"
70,"1","0","","2026-07-15T11:42:18.486884Z",889,10.251,"Thus, these results strongly suggest that serial order is represented with absolute positional codes and support event-based theories of serial order (Henson, 1998; Lewandowsky & Farrell, 2008).","T0153","2026-07-15T11:42:18.486884Z"
69,"1","0","","2026-07-15T11:42:07.409443Z",890,11.465,"In Dulleck et al. (2011) – the study on the impact of liability and verifiability on the performance of credence goods markets – we also had an experimental condition where sellers were identifiable for buyers, allowing the latter to keep track of their experiences with a given seller.","T0154","2026-07-15T11:42:07.409443Z"
68,"1","1","0.75","2026-07-15T11:41:54.530451Z",891,14.601,"In this respect, it also relates to findings that decision makers ascribe non-pecuniary value to possessing control or power, which has only recently gained attention in economics (Fehr et al., 2013; Bartling et al., 2014).","T0155","2026-07-15T11:41:54.530451Z"
67,"1","1","0.75","2026-07-15T11:41:38.438396Z",892,17.119,"For instance, evidence shows that individuals can be loss averse regarding items they own or expect to eceive (Kahneman et al., 1990; Ericson and Fuster, 2011).","T0156","2026-07-15T11:41:38.438396Z"
66,"1","0","","2026-07-15T11:41:20.530396Z",893,10.306,"An additional explanation is that the retrocue works by reducing probe interference – specifically, focusing attention on a critical item during the maintenance period helps to solidify memory for that item, which makes it more resistant to interference from the probe array (Makovski et al., 2008).","T0157","2026-07-15T11:41:20.530396Z"
65,"1","0","","2026-07-15T11:41:09.434219Z",894,16.661,"These findings are attributed to the depletion of glucose by both tasks, resulting in a shortage of resources to complete both of them efficiently (see e.g. Gaillot et al., 2007; Masicampo and Baumeister, 2008).","T0158","2026-07-15T11:41:09.434219Z"
64,"1","1","0.75","2026-07-15T11:40:51.602215Z",895,18.093,"Schwarz et al. (1985) show that respondents gain information about the researcher’s expectations using numerical labels as frames of reference.","T0159","2026-07-15T11:40:51.602215Z"
63,"1","1","0.5","2026-07-15T11:40:30.164878Z",896,43.25,"What Study 1 suggests, especially when combined with similar results from several earlier studies (Exline et al., 2008; Exline & Zell, 2009), is that a simple prime of relational or empathic motives does not seem sufficient to increase women’s forgiveness.","T0160","2026-07-15T11:40:30.164878Z"
62,"1","1","0.75","2026-07-15T11:39:45.594115Z",897,13.346,"In addition, a recent study [19] found that items in fragile VSTM are not stored in a retinotopic way, but in a spatiotopic way.","T0161","2026-07-15T11:39:45.594115Z"
61,"1","1","0.5","2026-07-15T11:39:30.701795Z",898,14.976,", research seems to support the view that bilingualism positively influences mechanisms of cognition in terms of mental flexibility (Colzato et al. 2008; Prior & MacWhinney 2010), executive control (Costa et al.","T0162","2026-07-15T11:39:30.701795Z"
60,"1","0","","2026-07-15T11:39:14.774532Z",899,10.22,"These predictions were supported by the current data and are therefore compatible with the Jacoby et al. (2003) view that both item-specific control and contingency learning mechanisms play a role in ISPC effects, and are incompatible with a pure contingency account (Schmidt & Besner, 2008).","T0163","2026-07-15T11:39:14.774532Z"
59,"1","1","0.75","2026-07-15T11:39:00.515968Z",900,15.177,"For instance, after having expressed their disagreement with racist comments or after having expressed a preference to vote for the first Black U.S. President Barack Obama, people were more likely to endorse a White person for the job (Effron et al., 2009; Monin & Miller, 2001).","T0164","2026-07-15T11:39:00.515968Z"
58,"1","0","","2026-07-15T11:38:44.347175Z",901,12.278,"If they stay below this threshold, they may facilitate lexical selection because they boost the activation of the picture name through spreading activation via the conceptual network (Roelofs, 2008c).","T0165","2026-07-15T11:38:44.347175Z"
57,"1","1","0.75","2026-07-15T11:38:31.315971Z",902,16.05,"Nevertheless, Husnu and Crisp (2010a) recently used an enhanced version of these instructions, reporting that it boosted the effects of imagined contact on subsequent attitudes.","T0166","2026-07-15T11:38:31.315971Z"
56,"1","1","0.75","2026-07-15T11:38:14.267023Z",903,13.736,"Research has shown that securely attached individuals exaggerate perceived regard from their romantic partner following mortality salience, and anxiousambivalent individuals exaggerate perceived regard from their parents (Cox et al., 2008).","T0167","2026-07-15T11:38:14.267023Z"
55,"1","1","0.75","2026-07-15T11:37:59.749350Z",904,14.731,"This alternative hypothesis is in line with recent work by Masicampo and Baumeister (2008), which showed that decision biases can be induced by depleting cognitive resources.","T0168","2026-07-15T11:37:59.749350Z"
54,"1","1","0.5","2026-07-15T11:37:44.347875Z",905,16.366,"Contrary to intuition (but in accordance to the theoretical analysis we develop below) subjects tend to punish more when information becomes more noisy (Grechenig, Nicklisch, & Thöni, 2010; Ambrus & Greiner, 2012).3 All three problems are closely related.","T0169","2026-07-15T11:37:44.347875Z"
53,"1","1","0.75","2026-07-15T11:37:18.797755Z",906,14.916,"Dai, Wertenbroch, and Brendl (2008) recently demonstrated that the link between scarcity and value is so overlearned that its converse also holds.","T0170","2026-07-15T11:37:18.797755Z"
52,"1","0","","2026-07-15T11:37:02.957004Z",907,11.515,"Perhaps the ease with which the brand name is processed leads to a biased judgment (Tversky & Kahneman, 1973).","T0171","2026-07-15T11:37:02.957004Z"
51,"1","0","","2026-07-15T11:36:50.046404Z",908,13.031,"Another possible explanation is that this effect could be the consequence of resource allocation competition, as the two tasks were concurrently performed (see Baddeley et al., 2001; Liefooghe et al., 2008).","T0172","2026-07-15T11:36:50.046404Z"
50,"1","0","","2026-07-15T11:36:31.760081Z",909,13.842,"Under this interpretation, our work not only provides support for Fehr, Herz, and Wilkening (2013), albeit in a different setting, but also offers behavioral explanations for this apparent desire to retain authority over decision-making.","T0173","2026-07-15T11:36:31.760081Z"
49,"1","1","0.5","2026-07-15T11:36:16.625013Z",910,19.792,"Framing theory argues that communicators shape interpretation by selecting and emphasizing particular aspects of reality (Ent-man et al., 1993), while decision-framing studies show that equivalent descriptions can systematically alter judgments (Tversky and Kahneman, 1981).","T0174","2026-07-15T11:36:35.975324Z"
48,"1","1","0.75","2026-07-15T11:35:59.009938Z",911,16.618,"Specifically, Ifcher and Zarghamee (2011) demonstrated that mild positive affect significantly reduced impulsivity in intertemporal choice.","T0175","2026-07-15T11:35:59.009938Z"
47,"1","0","","2026-07-15T11:35:41.289543Z",912,109.527,"This may imply that the level of acceptance of dynamic pricing by consumers might differ depending on the extent to which they perceive the product as being essential (Cacioppo, Petty and Morris, 1983).","T0176","2026-07-15T11:35:41.289543Z"
46,"1","1","0.5","2026-07-15T11:33:50.132870Z",913,15.093,"Following one’s own wrongdoing, we argue, there is a twin threat to one’s social acceptance by valued others and to one’s own sense of moral self-integrity (Shnabel & Nadler, 2008).","T0177","2026-07-15T11:33:50.132870Z"
45,"1","1","0.5","2026-07-15T11:33:34.102988Z",914,16.034,"Importantly, non-stereotyped group members also commonly experience threat responses during interactions with negatively stereotyped others, particularly when they first meet (e.g., Blascovich et al. 2001, Goff et al. 2008).","T0178","2026-07-15T11:33:34.102988Z"
44,"1","0","","2026-07-15T11:33:16.964345Z",915,11.591,"Thus, although elaboration can be a useful tool in experimental imagined contact research (Husnu & Crisp, 2010), it may be less central in everyday intergroup situations.","T0179","2026-07-15T11:33:16.964345Z"
43,"1","0","","2026-07-15T11:33:01.501710Z",916,13.793,", excitement), and instead choose to listen to music that will increase their anger (Tamir et al., 2008).","T0180","2026-07-15T11:33:01.501710Z"
42,"1","1","0.5","2026-07-15T11:32:46.696479Z",917,574.518,"Although the concept of time can be grasped with relative difficulty because of the lack of a dedicated sensory system, converging evidence indicates that time is often mapped onto the more concrete and experiencebased concept of space (see Boroditsky, 2000).","T0181","2026-07-15T11:32:46.696479Z"
41,"1","1","0.5","2026-07-15T11:23:09.303290Z",918,24.47,"Regarding the former, research on adults reveals that the physical distance between participants and members of an outgroup is indicative of participants’ attitudes toward the outgroup (Kawakami et al., 2007; Goff et al., 2008).","T0182","2026-07-15T11:23:09.303290Z"
40,"1","1","0.5","2026-07-15T11:22:43.668651Z",919,34.968,"In an earlier contribution, Ambrus and Greiner (2012) find in a repeated public goods game that in a perfect monitoring environment, increasing the severity of the potential punishment monotonically increases efficiency, while with imperfect monitoring the relationship is U-shaped.","T0183","2026-07-15T11:22:43.668651Z"
39,"1","1","0.5","2026-07-15T11:22:07.715396Z",920,141.359,"Nevertheless, Kirchler et al. (2012); Huber and Kirchler (2012) argue that the nonfundamental outcomes in these experiments are due tomisunderstanding: subjects may be simply confused by the declining fundamental price.","T0184","2026-07-15T11:22:07.715396Z"
