"annotation_id","annotator","assert","certainty","created_at","id","lead_time","note","sentence","task_id","updated_at"
232,"2","0","","2026-07-15T11:52:32.617960Z",105476,19.605,"","The risk regulation model proposes that, although having a satisfying relationship requires accepting dependence and risking rejection, people are motivated to minimize the pain such rejection can bring (Murray et al., 2008).","T0105","2026-07-15T11:52:32.617970Z"
233,"2","1","1","2026-07-15T11:52:56.359144Z",105477,22.413,"","For example, it is well established that people can simultaneously track only a limited number of moving objects and that attending to the moving objects makes it harder to detect changes in other parts of a display (Alvarez & Franconeri, 2007; Alvarez & Oliva, 2008, 2009; Tombu & Seiffert, 2008).","T0106","2026-07-15T11:52:56.359154Z"
234,"2","1","0.5","2026-07-15T11:53:23.004993Z",105478,25.018,"","Research supports the possibility that there are individual differences in discounting; differences in working memory capacity impact susceptibility to a cognitive load manipulation (Cokely, Kelley, Gilchrist, 2006) and cognitive load influences discounting (Oppenheimer & Monin, 2009).","T0107","2026-07-15T11:53:23.005008Z"
235,"2","1","0","2026-07-15T11:53:52.974086Z",105479,28.269,"","Studies of the influence of reputation systems on moral hazard in credence goods markets show that reputational information may have deterrent effects on agent’s fraudulent behavior (Dulleck et al., 2011; Grosskopf and Sarin, 2010; Mimra et al., 2013).","T0108","2026-07-15T11:53:52.974097Z"
236,"2","1","0.5","2026-07-15T11:54:20.443847Z",105480,25.705,"","Empirical studies have documented the importance of organizational signals of inclusion for employees with marginalized identities (e.g., Apfelbaum et al., 2016; Hall et al., 2018; Kaiser et al., 2013; Purdie-Vaughns et al., 2008).","T0109","2026-07-15T11:54:20.443862Z"
237,"2","1","0.75","2026-07-15T11:54:46.538815Z",105481,24.711,"","First, their correlation with intelligence is generally either low or non-existent (Stanovich, 2009; Stanovich & West, 2008, 2014; Stanovich, West, & Toplak, 2013, 2016).","T0110","2026-07-15T11:54:46.538824Z"
238,"2","1","1","2026-07-15T11:55:10.428190Z",105482,22.911,"","For example, positive emotions enhance productivity (Ifcher and Zarghamee, 2011), loss aversion (Isen, Nygren and Ashby, l988), and cognitive flexibility (Isen, 2008).","T0111","2026-07-15T11:55:10.428204Z"
239,"2","1","0","2026-07-15T11:55:36.614774Z",105483,24.741,"","Whites may attempt to avoid interracial interactions altogether (Plant & Devine, 2003) or increase the physical distance between themselves and their non-White partners (Goff et al., 2008; Stern & West, 2014).","T0112","2026-07-15T11:55:36.614787Z"
240,"2","1","1","2026-07-15T11:55:57.874121Z",105484,19.331,"","When speakers name pictures in homogeneous and heterogeneous trial blocks (Task 1) and manually respond to arrows or tones (Task 2), phonological encoding for word production delays the manual responses to the arrows (Roelofs, 2008a; Experiments 1–3) but not to the tones (Experiment 4).","T0113","2026-07-15T11:55:57.874133Z"
241,"2","1","0.75","2026-07-15T11:56:33.413966Z",105485,16.451,"","Findings from previous studies indicate that the degree of in-group bias is positively correlated with the salience of group identity (e.g. Mullen et al., 1992; Eckel and Grossman, 2005; Charness et al., 2007; Rand et al., 2009; Chen and Chen, 2011; Shayo and Zussman, 2011).","T0114","2026-07-15T11:56:33.413981Z"
242,"2","1","0.75","2026-07-15T11:57:02.031500Z",105486,27.264,"","Tversky and Kahneman (1973) established that decision-making under uncertainty is driven by the availability of recent examples rather than by systematic evaluation of historical outcomes.","T0115","2026-07-15T11:57:02.031509Z"
243,"2","1","0.5","2026-07-15T11:57:30.859420Z",105487,26.461,"","Studies have found that negotiators concede to angry ex-pressers [11], [28], suggesting that anger encodes high limits.","T0116","2026-07-15T11:57:30.859437Z"
244,"2","1","0.75","2026-07-15T11:57:57.905927Z",105488,24.515,"","Together, these results clearly demonstrate that it is not the case that PC effects are unobservable when those factors are controlled for (Schmidt, 2013b; Schmidt & Besner, 2008).","T0117","2026-07-15T11:57:57.905939Z"
245,"2","0","","2026-07-15T11:58:16.403677Z",105489,17.252,"","A third explanation is based on the temporal self-appraisal theory (TSA; Wilson and Ross, 2001; Ross and Wilson, 2002) that people evaluate their past self in a way that serves the self-enhancement motive.","T0118","2026-07-15T11:58:16.403702Z"
246,"2","1","0","2026-07-15T11:58:37.765322Z",105490,18.699,"","In one study, Demany et al. (2008) suggested that there may be an auditory equivalent of iconic memory, a high-capacity auditory memory storing raw spectral information.","T0119","2026-07-15T11:58:37.765336Z"
247,"2","1","1","2026-07-15T11:59:05.693217Z",105491,26.482,"","Consumers who rate high in need for cognition expend more cognitive effort and recall more about messages than those who score low in need for cognition (Cacioppo et al., 1983).","T0120","2026-07-15T11:59:05.693231Z"
248,"2","1","1","2026-07-15T11:59:31.814430Z",105492,24.333,"","It is now well established that varying the proportion of congruent and incongruent trials encountered over the course of an experiment influences performance in interference tasks (Jacoby et al., 2003; Logan & Zbrodoff, 1979; Schmidt & Besner, 2008).","T0121","2026-07-15T11:59:31.814442Z"
249,"2","1","0.5","2026-07-15T11:59:58.840785Z",105493,24.295,"","However, older adults’ episodic future thoughts have been found to be less detailed and specific compared with their younger counterparts (Addis et al., 2008).","T0122","2026-07-15T11:59:58.840798Z"
250,"2","1","1","2026-07-15T12:00:47.654038Z",105494,19.983,"","Consistent with existing literature, clothing style plays an important role in the perception of sexual intent (Abbey et al., 1987; Farris et al., 2008).","T0123","2026-07-15T12:00:47.654091Z"
251,"2","1","0.5","2026-07-15T12:01:24.317604Z",105495,35.167,"","Furthermore, people are sometimes motivated to increase unpleasant emotions (e.g., Tamir & Ford, 2009; Tamir et al., 2008).","T0124","2026-07-15T12:01:24.317618Z"
252,"2","1","1","2026-07-15T12:01:44.953689Z",105496,18.922,"","It is well established that initial and final stimuli are represented better in memory then those in between (Monsell, 1978; Oberauer, 2008; Ratcliff & Murdock, 1976).","T0125","2026-07-15T12:01:44.953700Z"
253,"2","1","0","2026-07-15T12:03:00.745531Z",105497,74.44,"","Indeed, previous research suggests that manipulating psychological distance metacognitively could accomplish this (Alter & Oppenheimer, 2008).","T0126","2026-07-15T12:03:00.745543Z"
254,"2","0","","2026-07-15T12:03:32.078759Z",105498,30.035,"","To promote gender equality in science, it is important that the media ’ s portrayal of women in STEM serves as a counter-stereotype to the notion that women are ill-ﬁ tted for STEM ﬁ elds (e.g., Carli et al., 2016; Leslie et al., 2015; Nosek et al., 2002).","T0127","2026-07-15T12:03:32.078771Z"
255,"2","1","1","2026-07-15T12:04:01.278240Z",105499,27.78,"","They concentrate on just one attribute (e.g. the lowest price), use only partial information, succumb to the dominance effect, or simply preserve the status quo and do not make a selection (Masicampo & Baumeister, 2008).","T0128","2026-07-15T12:04:01.278255Z"
256,"2","0","","2026-07-15T12:04:32.809460Z",105500,30.34,"","According to the extended contact hypothesis learning that an ingroup member has a close relationship with an outgroup member can vicariously improve one’s own attitudes towards the outgroup (Wright, IMAGINED CONTACT 191 Aron, McLaughlin-Volpe, & Ropp, 1997).","T0129","2026-07-15T12:04:32.809476Z"
257,"2","1","0.75","2026-07-15T12:04:53.300164Z",105501,19.436,"","Ample research has already shown that when people are in a more deliberative mindset, they show very different judgment and decision-making processes (e.g. Frederick, 2005; Stanovich & West, 2000, 2008).","T0130","2026-07-15T12:04:53.300178Z"
258,"2","1","0.5","2026-07-15T12:05:18.072200Z",105502,23.508,"","For example, a previous study argued that it takes less attention to perceive statistical properties [6], and another study made a more explicit claim that it is “cost-free” to perceive the statistical summary of stimuli that are out of attentional focus [8].","T0131","2026-07-15T12:05:18.072210Z"
275,"2","0","","2026-07-15T12:19:06.477337Z",105503,13.669,"","Lei et al. [2001] achieve a similar purpose by preventing subjects from reselling their assets.","T0132","2026-07-15T12:19:06.477350Z"
276,"2","0","","2026-07-15T12:19:18.187564Z",105504,10.59,"","Furthermore, extraversion and agreeableness showed a balanced percentage of participants with lower and higher values for the RC indices, but conscientiousness presented the largest difference (more than a 30% decrease and less than a 2% increase).","T0133","2026-07-15T12:19:18.187579Z"
277,"2","1","0.5","2026-07-15T12:20:03.428255Z",105505,44.453,"","Vuilleumier, Schwartz, Duhoux, Dolan, and Driver (2005) and Butler and Klein (2009) found evidence of pure implicit memory using a rapid serial visual presentation (RSVP) procedure at encoding.","T0134","2026-07-15T12:20:03.428268Z"
278,"2","1","0.5","2026-07-15T12:20:15.825921Z",105506,11.443,"","Nondominant groups experience threats to power and status, whereas dominant groups experience threats to moral identity (Shnabel & Nadler, 2008).","T0135","2026-07-15T12:20:15.825933Z"
279,"2","0","","2026-07-15T12:20:27.681208Z",105507,10.102,"","People may be thinking about TIME as SPACE when talking about pushing long meetings back.","T0136","2026-07-15T12:20:27.681223Z"
280,"2","1","1","2026-07-15T12:20:44.992907Z",105508,16.405,"","This is because more distant (closer) stimuli cause people to have higher (lower) levels of construal, regardless of whether the psychological distance is physical, temporal, social, or probabilistic (Alter and Oppenheimer 2008; Trope, Liberman, and Wakslak 2007).","T0137","2026-07-15T12:20:44.992917Z"
281,"2","1","0.5","2026-07-15T12:21:00.256619Z",105509,14.327,"","Relatedly, Farrell (2008) recently reported an isolation effect in forward serial recall in one experiment (but not in another similar one) in which people had to explicitly group the list on some trials and had to recall the timing of input items (rather than their identity) on some other trials.","T0138","2026-07-15T12:21:00.256634Z"
282,"2","1","0.5","2026-07-15T12:21:14.559957Z",105510,13.447,"","There also exists strong evidence for the measure’s predictive validity because it predicts judgment and behavioral outcomes above and beyond self-report measures (Payne et al., 2008, 2009; Payne, McClernon, & Dobbins, 2007).","T0139","2026-07-15T12:21:14.559970Z"
283,"2","1","0.75","2026-07-15T12:21:35.521740Z",105511,13.918,"","Chen and Chen (2011) show that ingroup identification influences equilibrium selection in minimum-effort games.","T0140","2026-07-15T12:21:35.521755Z"
284,"2","1","0.25","2026-07-15T12:21:47.049025Z",105512,10.755,"","Previous studies have posited that this domain would cover the facets most bound by psychological maturity in youth (Mervielde, Buyst, & De Fruyt, 1995; Soto et al., 2008).","T0141","2026-07-15T12:21:47.049040Z"
285,"2","1","0.5","2026-07-15T12:22:06.012994Z",105513,16.717,"","Individuals with exhausted mental resources experience greater difﬁ-culty with deliberation and rule-based analyses (DeWall, et al., 2008; Masicampo & Baumeister, 2008).","T0142","2026-07-15T12:22:06.013010Z"
286,"2","1","0.5","2026-07-15T12:22:18.681685Z",105514,11.82,"","Third, the probability of explosion in the classic BART increases with each successful pump (Pleskac, 2008).","T0143","2026-07-15T12:22:18.681699Z"
287,"2","1","0.75","2026-07-15T12:22:32.477257Z",105515,11.095,"","On the contrary, there is ample evidence to show that even effortful, persistent, and highly conscious and controlled attempts to solve logical problems can produce strong biases (Fiedler, 2008; Le Mens & Denrell, 2011) of the same type as the classical heuristics (e.","T0144","2026-07-15T12:22:32.477274Z"
288,"2","1","0.5","2026-07-15T12:22:48.717120Z",105516,15.464,"","That is, semantically unrelated targets elicited the spatial interference effect (Bergen et al., 2007; Estes et al., 2008; Gozli et al., 2013; Richardson et al., 2003; Verges & Duffy, 2009).","T0145","2026-07-15T12:22:48.717135Z"
289,"2","1","0.5","2026-07-15T12:23:01.331118Z",105517,10.735,"","A study 14 indicated that by providing a timespan between two estimates (e.g. 2 weeks), people can exploit the wisdom of the inner crowd.","T0146","2026-07-15T12:23:01.331129Z"
290,"2","0","","2026-07-15T12:23:12.053829Z",105518,9.703,"","Rugg, 1941; Schwarz et al, 1985), we know that question wording and response format affect responses even within one mode; for an overview, see Sudman et al (1974). Therefore, changing the question format when changing mode may add to the net effect of mode and result in considerable overall differences between modes in mixed mode surveys (cf.","T0147","2026-07-15T12:23:12.053843Z"
291,"2","1","0.5","2026-07-15T12:23:23.236249Z",105519,10.362,"","Gill and Prowse (2016) find a negative association between neuroticism and performance in a repeated p-beauty contest game, Al-Ubaydli et al.","T0148","2026-07-15T12:23:23.236262Z"
292,"2","1","0.25","2026-07-15T12:23:37.136205Z",105520,13.094,"","However, recent studies have cast doubt on the validity of this dissimilar immunity finding (Farrell, 2006; Farrell & Lewandowsky, 2003; Lewandowsky & Farrell, 2008a).","T0149","2026-07-15T12:23:37.136219Z"
293,"2","1","0","2026-07-15T12:23:50.174082Z",105521,10.118,"","On the other hand, as with White third-party observers, studies of moral attribution and licensing suggest that Black people may perceive this behavior as honest criticism meant to help not harm the group and thus may reward the candidate (Monin and Miller 2001).","T0150","2026-07-15T12:23:50.174098Z"
294,"2","1","0","2026-07-15T12:24:06.367163Z",105522,14.625,"","First, counterparts’ emotions may evoke reciprocal or complementary emotions (Friedman et al., 2004; Van Dijk et al., 2008; Van Kleef, De Dreu, & Manstead, 2004) that influence deception directly and indirectly.","T0151","2026-07-15T12:24:06.367183Z"
295,"2","1","0.5","2026-07-15T12:24:19.201103Z",105523,11.81,"","Victims also experience adverse events as threats to their social status and power (Shnabel and Nadler 2008).","T0152","2026-07-15T12:24:19.201118Z"
296,"2","0","","2026-07-15T12:24:34.084937Z",105524,13.171,"","Thus, these results strongly suggest that serial order is represented with absolute positional codes and support event-based theories of serial order (Henson, 1998; Lewandowsky & Farrell, 2008).","T0153","2026-07-15T12:24:34.084954Z"
297,"2","0","","2026-07-15T12:24:45.930130Z",105525,10.628,"","In Dulleck et al. (2011) – the study on the impact of liability and verifiability on the performance of credence goods markets – we also had an experimental condition where sellers were identifiable for buyers, allowing the latter to keep track of their experiences with a given seller.","T0154","2026-07-15T12:24:45.930146Z"
298,"2","1","0.5","2026-07-15T12:24:59.945156Z",105526,13.235,"","In this respect, it also relates to findings that decision makers ascribe non-pecuniary value to possessing control or power, which has only recently gained attention in economics (Fehr et al., 2013; Bartling et al., 2014).","T0155","2026-07-15T12:24:59.945169Z"
299,"2","1","0.75","2026-07-15T12:25:12.759909Z",105527,11.66,"","For instance, evidence shows that individuals can be loss averse regarding items they own or expect to eceive (Kahneman et al., 1990; Ericson and Fuster, 2011).","T0156","2026-07-15T12:25:12.759927Z"
300,"2","1","0.5","2026-07-15T12:25:31.248058Z",105528,17.426,"","An additional explanation is that the retrocue works by reducing probe interference – specifically, focusing attention on a critical item during the maintenance period helps to solidify memory for that item, which makes it more resistant to interference from the probe array (Makovski et al., 2008).","T0157","2026-07-15T12:25:31.248072Z"
301,"2","1","0.5","2026-07-15T12:25:45.105453Z",105529,12.985,"","These findings are attributed to the depletion of glucose by both tasks, resulting in a shortage of resources to complete both of them efficiently (see e.g. Gaillot et al., 2007; Masicampo and Baumeister, 2008).","T0158","2026-07-15T12:25:45.105465Z"
302,"2","1","0.75","2026-07-15T12:25:58.152386Z",105530,10.852,"","Schwarz et al. (1985) show that respondents gain information about the researcher’s expectations using numerical labels as frames of reference.","T0159","2026-07-15T12:25:58.152399Z"
312,"2","0","","2026-07-15T12:28:08.806181Z",105531,10.279,"","What Study 1 suggests, especially when combined with similar results from several earlier studies (Exline et al., 2008; Exline & Zell, 2009), is that a simple prime of relational or empathic motives does not seem sufficient to increase women’s forgiveness.","T0160","2026-07-15T12:28:08.806194Z"
313,"2","1","0.5","2026-07-15T12:28:21.440585Z",105532,10.563,"","In addition, a recent study [19] found that items in fragile VSTM are not stored in a retinotopic way, but in a spatiotopic way.","T0161","2026-07-15T12:28:21.440598Z"
314,"2","1","0.25","2026-07-15T12:28:32.468705Z",105533,10.102,"",", research seems to support the view that bilingualism positively influences mechanisms of cognition in terms of mental flexibility (Colzato et al. 2008; Prior & MacWhinney 2010), executive control (Costa et al.","T0162","2026-07-15T12:28:32.468721Z"
315,"2","0","","2026-07-15T12:28:45.013466Z",105534,11.729,"","These predictions were supported by the current data and are therefore compatible with the Jacoby et al. (2003) view that both item-specific control and contingency learning mechanisms play a role in ISPC effects, and are incompatible with a pure contingency account (Schmidt & Besner, 2008).","T0163","2026-07-15T12:28:45.013477Z"
321,"2","1","0.5","2026-07-15T12:32:02.713714Z",105535,27.399,"","For instance, after having expressed their disagreement with racist comments or after having expressed a preference to vote for the first Black U.S. President Barack Obama, people were more likely to endorse a White person for the job (Effron et al., 2009; Monin & Miller, 2001).","T0164","2026-07-15T12:32:02.713725Z"
322,"2","1","0.25","2026-07-15T12:34:33.389952Z",105536,23.135,"","If they stay below this threshold, they may facilitate lexical selection because they boost the activation of the picture name through spreading activation via the conceptual network (Roelofs, 2008c).","T0165","2026-07-15T12:34:33.389968Z"
323,"2","1","0.75","2026-07-15T12:35:33.777701Z",105537,59.616,"","Nevertheless, Husnu and Crisp (2010a) recently used an enhanced version of these instructions, reporting that it boosted the effects of imagined contact on subsequent attitudes.","T0166","2026-07-15T12:35:33.777719Z"
324,"2","1","0.75","2026-07-15T12:35:55.389042Z",105538,20.045,"","Research has shown that securely attached individuals exaggerate perceived regard from their romantic partner following mortality salience, and anxiousambivalent individuals exaggerate perceived regard from their parents (Cox et al., 2008).","T0167","2026-07-15T12:35:55.389055Z"
325,"2","1","0.75","2026-07-15T12:36:37.469991Z",105539,18.775,"","This alternative hypothesis is in line with recent work by Masicampo and Baumeister (2008), which showed that decision biases can be induced by depleting cognitive resources.","T0168","2026-07-15T12:36:37.470008Z"
326,"2","1","0.5","2026-07-15T12:37:28.461629Z",105540,14.597,"","Contrary to intuition (but in accordance to the theoretical analysis we develop below) subjects tend to punish more when information becomes more noisy (Grechenig, Nicklisch, & Thöni, 2010; Ambrus & Greiner, 2012).3 All three problems are closely related.","T0169","2026-07-15T12:37:28.461649Z"
327,"2","1","1","2026-07-15T12:38:12.064644Z",105541,42.26,"","Dai, Wertenbroch, and Brendl (2008) recently demonstrated that the link between scarcity and value is so overlearned that its converse also holds.","T0170","2026-07-15T12:38:12.064660Z"
328,"2","1","0.25","2026-07-15T12:38:34.463528Z",105542,21.405,"","Perhaps the ease with which the brand name is processed leads to a biased judgment (Tversky & Kahneman, 1973).","T0171","2026-07-15T12:38:34.463545Z"
329,"2","1","0","2026-07-15T13:18:42.129755Z",105543,74.103,"","Another possible explanation is that this effect could be the consequence of resource allocation competition, as the two tasks were concurrently performed (see Baddeley et al., 2001; Liefooghe et al., 2008).","T0172","2026-07-15T13:18:42.129764Z"
330,"2","0","","2026-07-15T13:20:29.241010Z",105544,105.76,"","Under this interpretation, our work not only provides support for Fehr, Herz, and Wilkening (2013), albeit in a different setting, but also offers behavioral explanations for this apparent desire to retain authority over decision-making.","T0173","2026-07-15T13:20:29.241022Z"
331,"2","1","0.75","2026-07-15T13:22:56.277564Z",105545,145.766,"","Framing theory argues that communicators shape interpretation by selecting and emphasizing particular aspects of reality (Ent-man et al., 1993), while decision-framing studies show that equivalent descriptions can systematically alter judgments (Tversky and Kahneman, 1981).","T0174","2026-07-15T13:22:56.277581Z"
332,"2","1","1","2026-07-15T13:25:07.999175Z",105546,41.87,"","Specifically, Ifcher and Zarghamee (2011) demonstrated that mild positive affect significantly reduced impulsivity in intertemporal choice.","T0175","2026-07-15T13:25:07.999188Z"
333,"2","1","0.25","2026-07-15T13:26:09.481238Z",105547,56.141,"","This may imply that the level of acceptance of dynamic pricing by consumers might differ depending on the extent to which they perceive the product as being essential (Cacioppo, Petty and Morris, 1983).","T0176","2026-07-15T13:26:09.481258Z"
334,"2","1","0.75","2026-07-15T13:26:41.731776Z",105548,30.362,"","Following one’s own wrongdoing, we argue, there is a twin threat to one’s social acceptance by valued others and to one’s own sense of moral self-integrity (Shnabel & Nadler, 2008).","T0177","2026-07-15T13:26:41.731790Z"
335,"2","1","0.75","2026-07-15T13:27:06.595819Z",105549,23.633,"","Importantly, non-stereotyped group members also commonly experience threat responses during interactions with negatively stereotyped others, particularly when they first meet (e.g., Blascovich et al. 2001, Goff et al. 2008).","T0178","2026-07-15T13:27:06.595831Z"
336,"2","1","0.75","2026-07-15T13:27:32.651941Z",105550,23.148,"","Thus, although elaboration can be a useful tool in experimental imagined contact research (Husnu & Crisp, 2010), it may be less central in everyday intergroup situations.","T0179","2026-07-15T13:27:32.651954Z"
337,"2","1","0.75","2026-07-15T13:28:17.483245Z",105551,38.17,"",", excitement), and instead choose to listen to music that will increase their anger (Tamir et al., 2008).","T0180","2026-07-15T13:28:17.483261Z"
338,"2","1","0.75","2026-07-15T13:28:42.815058Z",105552,23.443,"","Although the concept of time can be grasped with relative difficulty because of the lack of a dedicated sensory system, converging evidence indicates that time is often mapped onto the more concrete and experiencebased concept of space (see Boroditsky, 2000).","T0181","2026-07-15T13:28:42.815089Z"
339,"2","1","0.75","2026-07-15T13:29:10.920801Z",105553,26.498,"","Regarding the former, research on adults reveals that the physical distance between participants and members of an outgroup is indicative of participants’ attitudes toward the outgroup (Kawakami et al., 2007; Goff et al., 2008).","T0182","2026-07-15T13:29:10.920817Z"
340,"2","1","0.75","2026-07-15T13:29:32.822345Z",105554,20.604,"","In an earlier contribution, Ambrus and Greiner (2012) find in a repeated public goods game that in a perfect monitoring environment, increasing the severity of the potential punishment monotonically increases efficiency, while with imperfect monitoring the relationship is U-shaped.","T0183","2026-07-15T13:29:32.822359Z"
341,"2","1","0.5","2026-07-15T13:30:00.907488Z",105555,26.468,"","Nevertheless, Kirchler et al. (2012); Huber and Kirchler (2012) argue that the nonfundamental outcomes in these experiments are due tomisunderstanding: subjects may be simply confused by the declining fundamental price.","T0184","2026-07-15T13:30:00.907505Z"
342,"2","1","0.5","2026-07-15T13:30:31.925259Z",105556,23.453,"","Today, recognition of the interpersonal function of emotions (e.g., Morris and Keltner 2002; Van Kleef, De Dreu, and Manstead 2004; Van Kleef et al. 2006; Van Dijk et al. 2008) suggests that expressions of guilt—conveying empathy, taking responsibility, and apologizing—can constructively influence the other side and accelerate reconciliation.","T0185","2026-07-15T13:30:31.925273Z"
343,"2","1","0.75","2026-07-15T13:30:56.152874Z",105557,22.608,"","Thus, the subordinate details associated with each specific unit must be considered, even independent of more abstract or global details at this stage (Förster et al., 2008).","T0186","2026-07-15T13:30:56.152891Z"
344,"2","0","","2026-07-15T13:32:23.521136Z",105558,72.88,"","The absence of invariance in this scale may be due to the presence of extreme mean scores [86] for heterosexual, bisexual, and gay people.","T0187","2026-07-15T13:32:23.521147Z"
345,"2","1","0.75","2026-07-15T13:33:11.650137Z",105559,45.411,"","Previous research has demonstrated that texts that are disfluent (difficult to read) can increase abstract construal of the text itself (Alter & Oppenheimer, 2008) and a more critical, careful analysis of its content (Song & Schwarz, 2008).","T0188","2026-07-15T13:33:11.650152Z"
346,"2","1","0.75","2026-07-15T13:33:46.387500Z",105560,31.735,"","Predictions from SES theory have been supported in experimental, longitudinal and cross-sectional research (Ersner-Hershfield et al. 2008; Charles and Carstensen 2009).","T0189","2026-07-15T13:33:46.387515Z"
347,"2","1","0.5","2026-07-15T13:34:38.476881Z",105561,50.751,"","Farrell (2008) also claims that rhythm is a type of information readily processed and retained in short-term memory.","T0190","2026-07-15T13:34:38.476893Z"
348,"2","1","0.75","2026-07-15T13:35:03.408026Z",105562,23.601,"","Moreover, Boroditsky (2000) empirically demonstrated that individuals’ understanding of time (abstract concept) is shaped by a metaphorical mapping that relies on spatial tropes (concrete metaphor).","T0191","2026-07-15T13:35:03.408039Z"
349,"2","1","0.5","2026-07-15T13:35:37.429508Z",105563,32.561,"","Task switching due to repair activities (e.g., trying to re-connect to the VC system, changing of window size or camera angle) create further mental load [102,103] that can contribute to fatigue, can also negatively impact the person’s impression.","T0192","2026-07-15T13:35:37.429517Z"
350,"2","1","0.75","2026-07-15T13:37:12.524799Z",105564,93.668,"","Previous work on the construct validity of the AMP has thus done much to establish that the responses it measures vis-à-vis the primes are unintentional (Gawronski & Ye, 2014, 2015; Payne et al., 2008; Payne et al., 2013).","T0193","2026-07-15T13:37:12.524811Z"
351,"2","1","0.75","2026-07-15T13:37:38.309750Z",105565,19.393,"","The study demonstrated that even though the local details were poorly represented and identified at chance levels, the pooling of local features to obtain statistical information could be achieved, resulting in better performance (Alvarez & Oliva, 2008).","T0194","2026-07-15T13:37:38.309763Z"
352,"2","1","0.75","2026-07-15T13:38:16.746619Z",105566,31.566,"","Kill-joy thinking correlates with reductions in well-being (Schwartz et al. 2002; Larsen and McKibban 2008; Polman 2010).","T0195","2026-07-15T13:38:16.746632Z"
353,"2","1","0.75","2026-07-15T13:38:46.605943Z",105567,23.895,"","In fact, Storm et al. (2008) found that forgetting can be repeatedly induced and eliminated with successive retrieval practice and reexposure trials and that reexposure led to larger increments in the recall of Rp items than of Nrp items.","T0196","2026-07-15T13:38:46.606004Z"
354,"2","1","0.5","2026-07-15T13:39:22.891982Z",105568,34.911,"","As a result, responses in the trust game might map better onto explicit evaluations given their similarity in structure and processing characteristics (Payne et al., 2008).","T0197","2026-07-15T13:39:22.891997Z"
355,"2","1","0.75","2026-07-15T13:40:22.967604Z",105569,58.584,"","Soto et al. (2008) found that personality questionnaires may be challenging to comprehend for youths and therefore demonstrate problematic psychometric properties.","T0198","2026-07-15T13:40:22.967617Z"
356,"2","1","0.75","2026-07-15T13:40:44.884558Z",105570,20.456,"","For example, Fischer et al. (2008) show that individuals with depleted self-regulatory resources engage in more confirmatory information processing, or preferencing information supporting pre-existing views, than non-depleted individuals.","T0199","2026-07-15T13:40:44.884574Z"
357,"2","1","0.75","2026-07-15T13:41:31.717750Z",105571,45.584,"","A further twist to this story is that the list-strength effect has been observed only with spaced repetitions (Malmberg & Shiffrin, 2005; Sahakyan et al., 2008).","T0200","2026-07-15T13:41:31.717762Z"
358,"2","0","","2026-07-15T13:41:51.497060Z",105572,18.433,"","Since n m is the inverse of market tightness, workers are offered almost the entire match surplus when market tightness becomes very high, but would be offered nothing when market tightness is very low if it were not for the second expression in equation (17).","T0201","2026-07-15T13:41:51.497071Z"
359,"2","1","0.75","2026-07-15T13:42:13.593730Z",105573,20.984,"",", 2002), and response latency is longer at the beginning of groups (Farrell, 2008; Maybery et al., 2002).","T0202","2026-07-15T13:42:13.593745Z"
360,"2","0","","2026-07-15T13:42:32.828423Z",105574,16.89,"","2,9 In the domain of medical image perception, global visual processing is thought to enable radiologists to sense the possible abnormality in medical images such as mammograms before localizing the focal signs of the abnormality (e.g., malignant lesions).","T0203","2026-07-15T13:42:32.828435Z"
361,"2","1","0.5","2026-07-15T13:43:06.339066Z",105575,21.371,"","One explanation is that ‘dual learning’ of both the correct responses and errors may occur in Hebb repetition tasks (Couture et al. (2008).","T0204","2026-07-15T13:43:06.339080Z"
362,"2","1","0.75","2026-07-15T13:43:32.511969Z",105576,24.372,"","This is comparable to Kessler and Roth (2012) where 36 percent register as a donor in the baseline treatment and 74 percent in the priority treatment.","T0205","2026-07-15T13:43:32.511984Z"
363,"2","1","0.75","2026-07-15T13:43:55.064292Z",105577,20.997,"","Richeson and Trawalter (2008) examined visual attention to Black faces with either happy or neutral expressions among White people varying in their level of external motivation to respond without prejudice.","T0206","2026-07-15T13:43:55.064306Z"
364,"2","1","0.75","2026-07-15T13:44:16.551730Z",105578,19.66,"","Executives in the moral cleansing mode tend to direct their attention toward the interests and welfare of those who were harmed by their excessive pay (e.g., employees, shareholders, and society in general) (Carnevale & Gangloff, 2023; Shnabel & Nadler, 2008).","T0207","2026-07-15T13:44:16.551744Z"
365,"2","1","0.75","2026-07-15T13:44:44.900883Z",105579,26.3,"","In particular, hand reaching or mouse cursor trajectories can expose the degree of attraction towards an option which was not eventually chosen, or vacillation experienced prior to making the final decision (Freeman et al., 2011; McKinstry et al., 2008; Resulaj et al., 2009; Spivey & Dale, 2006).","T0208","2026-07-15T13:44:44.900895Z"
366,"2","1","0.25","2026-07-15T13:45:06.949560Z",105580,20.863,"","On the other hand, as graduation drew even nearer, all participants may have been similarly and increasingly struck by the powerful cues that accompany the end of a college career, such as picking up a cap and gown and taking final exams (Ersner-Hershfield et al., 2008).","T0209","2026-07-15T13:45:06.949573Z"
367,"2","1","0.75","2026-07-15T13:45:30.345408Z",105581,22.274,"",", 2009); learning goals tend to make people partner-focused, which attenuates identity threat (Goff et al., 2008) and corresponds to increased positive other directed actions (Vorauer, Gagnon, & Sasaki, 2009), whereas performance goals tend to produce self-focus, which exacerbates identity threat and leads to more negative exchanges (Goff et al.","T0210","2026-07-15T13:45:30.345423Z"
